max_power,burst_width,max_Tf,avg_Tcool
383.24,0.25999999999999995,950.3,561.9734982332155
408.87,0.25,954.9,561.9840989399294
170.25,0.315,926.8,560.9568904593639
384.87,0.255,961.0,561.7575971731447
51.771,0.42500000000000004,879.7,560.2459363957596
292.54,0.28500000000000003,939.0,561.1830388692579
444.14,0.255,955.3,562.004593639576
450.61,0.255,951.0,561.9134275618374
348.42,0.26,954.6,561.6434628975265
171.87,0.32,925.4,561.0349823321556
475.42,0.25,973.7,561.9413427561836
137.22,0.34,915.8,560.724734982332
232.69,0.29500000000000004,937.6,561.4098939929329
350.8,0.265,950.8,561.6233215547703
1315.2,0.19,1050.0,563.7028268551237
934.11,0.21000000000000002,1004.5,563.1812720848056
39.836,0.42,872.8,560.1537102473499
11.002,1.4300000000000002,798.0,559.6473498233215
37.154,0.405,874.4,560.1537102473497
135.84,0.34500000000000003,913.8,560.8381625441697
256.21,0.29000000000000004,932.8,561.4144876325088
151.93,0.33,911.0,560.8017667844524
32.857,0.38,870.6,560.0724381625441
324.9,0.27,951.5,561.3441696113075
100.42,0.365,900.9,560.5932862190814
36.096,0.4,871.8,560.1356890459364
48.306,0.42000000000000004,884.5,560.1819787985866
190.14,0.315,924.7,561.1406360424028
333.3,0.27,949.9,561.7063604240283
219.57,0.30500000000000005,930.7,561.295406360424
647.46,0.225,970.3,562.6222614840989
172.42,0.325,923.3,561.0540636042404
441.74,0.25,958.3,562.0812720848055
30.665,0.4,872.6,560.0575971731448
164.66,0.315,919.7,560.9770318021201
308.84,0.275,943.8,561.6088339222614
366.92,0.26,954.0,561.7484098939929
203.64,0.30000000000000004,932.1,561.1989399293287
179.33,0.32,920.6,560.9088339222616
810.56,0.215,1005.5,562.3685512367491
114.88,0.35,920.1,560.6537102473499
448.56,0.25,963.3,561.7710247349823
64.331,0.4,890.7,560.3855123674911
51.819,0.41000000000000003,890.3,560.2756183745583
250.8,0.29000000000000004,936.3,561.3491166077738
485.42,0.24500000000000002,959.6,562.1356890459364
223.62,0.29500000000000004,934.4,561.1120141342756
96.057,0.37,897.2,560.5660777385159
46.722,0.42499999999999993,879.9,560.2035335689045
60.632,0.4,897.0,560.2893992932862
52.14,0.405,887.5,560.3268551236749
116.8,0.36,905.0,560.6911660777384
232.91,0.29500000000000004,938.2,561.1321554770317
94.45,0.37,899.5,560.5134275618374
139.31,0.335,930.6,560.7187279151944
828.94,0.215,994.4,562.7904593639576
356.34,0.265,951.6,561.6749116607774
45.274,0.395,890.1,560.1943462897526
750.1,0.22,979.8,562.7742049469964
75.626,0.39499999999999996,894.9,560.4378091872792
207.6,0.305,926.0,561.1332155477031
20.982,0.7200000000000001,847.9,559.9339222614841
250.68,0.28500000000000003,935.4,561.4551236749116
121.7,0.34500000000000003,906.3,560.6625441696114
80.046,0.385,903.4,560.520848056537
479.15,0.24500000000000002,963.6,561.9660777385158
475.48,0.24000000000000002,959.7,562.2268551236748
258.02,0.28500000000000003,941.5,561.4685512367491
99.936,0.365,909.5,560.6604240282685
118.84,0.35000000000000003,910.8,560.7724381625441
85.229,0.38,896.4,560.5318021201414
148.06,0.335,911.1,560.8367491166077
98.803,0.37,904.6,560.5314487632508
156.31,0.325,926.2,560.8282685512369
174.83,0.315,928.6,560.8678445229682
624.47,0.225,975.7,562.46925795053
24.929,0.545,868.7,560.0526501766784
31.706,0.4,866.5,560.0872791519434
157.07,0.32,927.5,560.7816254416962
791.99,0.215,978.7,562.9219081272084
347.16,0.26499999999999996,948.1,561.5593639575972
83.365,0.385,895.6,560.4819787985864
195.05,0.315,921.1,561.0272084805654
427.17,0.25999999999999995,954.2,561.8180212014134
124.47,0.35000000000000003,908.2,560.7151943462898
88.582,0.385,895.4,560.5484098939929
130.37,0.34500000000000003,916.1,560.7929328621908
93.391,0.365,910.5,560.5045936395759
579.27,0.23,971.6,562.3247349823322
122.49,0.35000000000000003,906.4,560.696113074205
221.7,0.30000000000000004,927.9,561.2770318021202
48.617,0.42000000000000004,882.1,560.2586572438162
233.81,0.29000000000000004,932.9,561.3752650176677
43.074,0.4149999999999999,879.1,560.1537102473499
592.15,0.23500000000000001,974.1,562.3745583038869
205.73,0.30000000000000004,925.8,560.9685512367491
1301.6,0.195,1053.3,563.7643109540636
114.0,0.355,907.4,560.6628975265016
280.62,0.28,946.6,561.4830388692579
361.74,0.26,958.4,561.686925795053
210.44,0.29500000000000004,933.8,561.0558303886926
180.66,0.315,922.5,561.1106007067137
28.235,0.45499999999999996,868.0,560.0530035335689
96.064,0.375,895.3,560.5565371024735
196.88,0.31,937.0,561.0583038869258
276.09,0.28,941.3,561.5579505300352
750.85,0.22,986.1,562.7077738515901
330.13,0.27,950.0,561.4508833922262
527.99,0.23500000000000001,971.8,562.0551236749116
145.48,0.335,916.3,560.9084805653711
45.623,0.395,903.7,560.0462897526501
679.24,0.22,982.0,562.4706713780919
183.8,0.32,914.9,561.0098939929328
573.92,0.23500000000000001,972.1,562.2494699646642
197.55,0.305,943.2,560.9113074204947
60.242,0.405,895.0,560.3537102473498
360.35,0.26499999999999996,946.7,561.5597173144876
141.81,0.335,913.1,560.8187279151944
221.73,0.30500000000000005,921.8,561.1939929328623
567.87,0.24000000000000002,970.5,562.3162544169611
213.37,0.30999999999999994,927.0,561.0233215547703
249.84,0.28,938.8,561.4929328621909
250.03,0.29500000000000004,936.1,561.2208480565371
288.56,0.29000000000000004,933.6,561.2837455830388
217.35,0.30500000000000005,934.7,561.1374558303887
898.64,0.21500000000000002,1000.1,562.9664310954064
70.169,0.40499999999999997,891.3,560.4215547703179
153.78,0.335,906.3,560.9190812720847
448.89,0.25,964.3,561.9911660777385
109.23,0.355,902.4,560.6321554770319
734.19,0.22,988.2,562.4886925795053
756.41,0.225,978.8,562.6946996466431
228.91,0.29500000000000004,938.7,561.2130742049469
127.4,0.34500000000000003,908.7,560.7310954063605
89.195,0.38,901.4,560.5169611307421
372.81,0.25999999999999995,950.7,561.8303886925795
582.77,0.23500000000000001,976.6,562.108480565371
106.27,0.365,911.6,560.5865724381626
115.22,0.355,906.4,560.6840989399293
446.2,0.255,961.9,561.9035335689045
259.84,0.28500000000000003,942.7,561.256890459364
161.2,0.32,922.1,560.9724381625441
31.764,0.39,864.2,560.1077738515901
297.56,0.28,939.9,561.5840989399293
63.583,0.4,902.3,560.212367491166
447.13,0.255,952.2,562.0007067137808
365.81,0.26,952.4,561.5911660777384
292.86,0.275,943.8,561.5840989399293
415.54,0.24500000000000002,954.4,561.9349823321555
168.48,0.32,919.3,561.0819787985866
168.1,0.325,915.9,560.9544169611306
444.19,0.255,964.1,561.943109540636
535.27,0.24000000000000002,971.0,562.1088339222614
1001.8,0.20500000000000002,1010.9,563.2349823321555
195.86,0.305,928.5,561.0339222614841
19.469,0.745,851.5,559.8356890459363
227.94,0.30500000000000005,925.7,561.1999999999999
418.34,0.255,958.6,561.7777385159011
108.91,0.36,909.9,560.6901060070671
21.053,0.6900000000000001,850.4,559.9339222614841
132.08,0.34500000000000003,914.0,560.8452296819788
385.43,0.255,956.4,561.7222614840988
384.22,0.25999999999999995,964.6,561.5473498233215
220.8,0.29000000000000004,940.2,561.286925795053
135.55,0.34,915.5,560.8508833922261
88.679,0.37,921.2,560.3261484098939
93.737,0.37,898.5,560.5371024734982
112.95,0.35000000000000003,908.9,560.8893992932863
192.34,0.31,926.9,561.009187279152
53.586,0.41500000000000004,882.4,560.2650176678445
174.02,0.315,924.1,560.9840989399294
372.36,0.26499999999999996,951.0,561.5413427561838
102.98,0.37,898.4,560.6236749116608
37.977,0.39999999999999997,877.5,560.1459363957597
443.4,0.255,959.6,561.908480565371
45.345,0.4,887.4,560.2413427561837
21.221,0.7050000000000001,849.2,559.9388692579505
397.4,0.255,968.6,561.6240282685511
815.52,0.21999999999999997,996.0,562.6699646643109
722.72,0.22,978.4,562.7279151943463
359.48,0.26,950.1,561.6194346289752
201.91,0.30500000000000005,938.0,561.0657243816255
118.14,0.35000000000000003,911.5,560.6282685512368
151.67,0.335,909.8,560.8731448763251
154.87,0.33,912.5,560.8098939929329
63.419,0.405,893.5,560.3717314487632
93.539,0.37,905.6,560.5897526501767
41.725,0.4149999999999999,876.3,560.2148409893992
692.92,0.22,977.2,562.7056537102474
13.609,1.11,823.4,559.7265017667844
108.99,0.355,911.2,560.752296819788
76.341,0.385,899.6,560.4360424028267
53.122,0.405,899.6,560.2604240282685
284.33,0.275,946.0,561.3710247349824
123.29,0.35000000000000003,898.9,560.7480565371026
47.886,0.395,895.2,560.2427561837455
670.19,0.225,977.2,562.5113074204946
415.43,0.25,964.4,561.7494699646643
36.705,0.395,876.7,560.1455830388693
165.47,0.325,921.5,560.9466431095406
172.36,0.315,926.2,561.1144876325089
246.92,0.29500000000000004,931.4,561.2141342756184
601.48,0.23500000000000001,969.2,562.3618374558303
403.9,0.25,963.6,561.7989399293285
378.97,0.26,952.7,561.8226148409893
198.94,0.305,928.2,561.1321554770319
12.024,1.275,812.1,559.6660777385159
97.159,0.37,904.7,560.633922261484
127.99,0.34,912.5,560.8427561837456
131.01,0.34,921.0,560.7734982332155
488.97,0.25,962.8,562.1703180212014
20.67,0.76,844.3,559.9427561837456
143.63,0.335,918.2,560.9929328621909
341.44,0.27499999999999997,947.6,561.5303886925795
316.13,0.275,938.3,561.7572438162545
166.64,0.32,917.0,560.9208480565371
207.29,0.305,931.4,561.160777385159
73.053,0.39499999999999996,897.3,560.4441696113074
242.52,0.29500000000000004,936.1,561.3088339222613
234.56,0.29000000000000004,940.0,561.2318021201413
297.8,0.275,941.7,561.5424028268551
820.06,0.21999999999999997,1003.2,562.5045936395759
339.91,0.265,947.5,561.7314487632508
109.25,0.36,933.6,560.4724381625441
179.09,0.32,917.6,560.9586572438162
188.1,0.315,922.4,561.1300353356891
74.869,0.39499999999999996,893.5,560.4060070671378
27.533,0.475,867.4,560.0427561837455
137.21,0.335,925.5,560.8028268551237
637.76,0.23,973.6,562.3014134275618
142.46,0.34,916.7,560.8632508833923
211.26,0.305,930.7,561.0572438162543
220.91,0.30000000000000004,931.3,561.3441696113075
17.871,0.885,837.1,559.8869257950529
1114.5,0.20500000000000002,1024.7,563.4996466431094
386.11,0.25999999999999995,953.0,561.7816254416961
355.15,0.26999999999999996,952.1,561.6473498233216
560.66,0.23500000000000001,967.8,562.3957597173145
156.13,0.33,915.4,560.8554770318021
257.7,0.28500000000000003,937.6,561.4141342756184
547.23,0.24000000000000002,967.3,562.321554770318
356.85,0.26499999999999996,956.3,561.6395759717315
34.991,0.37,878.1,560.1176678445229
56.899,0.405,887.4,560.2893992932862
23.333,0.245,853.9,560.0272084805653
66.386,0.405,894.3,560.4148409893994
231.14,0.30000000000000004,930.2,561.1780918727914
145.25,0.335,908.7,560.86148409894
1148.9,0.195,1032.3,563.2918727915195
139.07,0.34,916.4,560.8646643109541
268.03,0.28500000000000003,941.9,561.3194346289753
175.13,0.32,918.1,560.9035335689047
525.52,0.24000000000000002,960.8,562.3381625441697
167.72,0.325,912.1,560.8749116607773
165.46,0.32,927.7,560.9742049469965
271.71,0.28500000000000003,939.4,561.4074204946997
175.05,0.325,927.2,560.9727915194347
64.149,0.405,888.8,560.3886925795053
50.937,0.4,897.7,560.2187279151943
84.804,0.38,899.5,560.4703180212014
237.48,0.29500000000000004,942.5,561.2151943462899
295.93,0.28500000000000003,933.2,561.4275618374559
79.516,0.38,907.8,560.5014134275618
354.83,0.26,953.1,561.756183745583
57.7,0.42000000000000004,883.2,560.2915194346289
171.67,0.32,916.3,560.9978798586573
37.519,0.4,877.1,560.1293286219081
326.43,0.27,943.9,561.6968197879858
318.55,0.275,938.6,561.412367491166
279.89,0.275,937.5,561.4625441696113
273.55,0.28,942.2,561.5346289752649
397.96,0.25999999999999995,966.7,561.5236749116608
410.84,0.25,960.0,561.8314487632508
246.11,0.29000000000000004,937.3,561.0696113074206
41.582,0.42499999999999993,876.6,560.1939929328621
312.2,0.27,961.3,561.2226148409894
124.82,0.35000000000000003,908.8,560.8236749116606
120.09,0.355,902.9,560.7144876325087
355.89,0.265,950.4,561.6530035335688
57.384,0.42000000000000004,881.5,560.3109540636042
23.321,0.52,863.0,560.0017667844522
291.11,0.28,945.2,561.4187279151944
303.12,0.28,939.1,561.3452296819788
113.45,0.355,910.5,560.6858657243815
1118.5,0.20500000000000002,1022.9,563.420848056537
436.3,0.255,956.9,561.8844522968197
265.33,0.29000000000000004,938.5,561.3780918727915
35.355,0.39,871.1,560.1243816254416
20.386,0.8,840.5,559.9201413427561
192.6,0.31,926.4,561.113074204947
75.376,0.38999999999999996,903.4,560.403180212014
865.32,0.21999999999999997,992.2,562.8639575971731
125.41,0.34500000000000003,916.6,560.8272084805654
598.69,0.23500000000000001,990.9,561.9187279151944
219.15,0.30000000000000004,923.6,561.1109540636044
22.605,0.51,855.8,560.0452296819788
395.81,0.25999999999999995,949.3,561.9946996466431
196.29,0.31,920.4,561.1053003533568
190.63,0.315,926.8,560.9621908127209
692.56,0.225,978.8,562.5883392226149
328.98,0.27,944.5,561.6031802120141
120.82,0.35000000000000003,920.0,560.5501766784453
181.56,0.315,934.5,560.9508833922262
77.579,0.39,896.3,560.3643109540635
377.46,0.26,955.5,561.56148409894
116.82,0.355,906.1,560.6901060070671
860.46,0.20500000000000002,986.9,563.1678445229682
23.273,0.52,864.4,559.9784452296818
785.64,0.21999999999999997,992.3,562.4932862190813
375.26,0.26,954.9,561.5710247349823
43.115,0.4049999999999999,883.0,560.1943462897526
495.75,0.25,956.4,562.0091872791519
267.83,0.28500000000000003,936.6,561.2088339222614
302.68,0.265,946.7,561.6356890459364
86.319,0.375,893.0,560.5254416961131
390.19,0.25999999999999995,956.5,561.5890459363958
426.69,0.24500000000000002,966.5,561.7173144876325
532.07,0.24000000000000002,961.3,562.1335689045936
75.642,0.38999999999999996,896.2,560.4109540636042
301.54,0.275,941.7,561.7060070671379
704.57,0.22,970.3,562.8250883392226
83.29,0.385,895.9,560.4929328621909
273.12,0.28,952.8,561.3780918727915
323.47,0.27,944.3,561.6208480565372
391.97,0.25999999999999995,954.9,561.6533568904593
499.23,0.24000000000000002,969.5,562.0360424028269
337.88,0.26,951.3,561.6720848056536
215.36,0.30500000000000005,927.0,561.1904593639575
170.09,0.31,942.3,560.753003533569
31.524,0.395,869.5,560.1088339222614
196.94,0.305,926.8,561.0310954063604
96.078,0.38,895.7,560.5293286219081
89.263,0.38,896.6,560.4699646643109
112.72,0.355,907.4,560.7159010600707
349.06,0.26499999999999996,947.1,561.8865724381626
137.95,0.335,920.9,560.791519434629
41.792,0.41999999999999993,872.3,560.1932862190812
22.878,0.47500000000000003,863.8,560.0024734982331
10.646,1.62,793.6,559.5314487632509
143.3,0.33,916.0,560.7328621908127
68.132,0.405,889.3,560.3385159010601
182.22,0.315,916.6,561.1031802120141
346.45,0.26499999999999996,958.5,561.6367491166078
726.83,0.22,984.0,562.5388692579505
315.64,0.27,940.9,561.6063604240283
24.317,0.535,860.4,560.0155477031801
412.39,0.25999999999999995,957.1,561.8201413427561
236.7,0.29500000000000004,937.4,561.2791519434629
28.3,0.45499999999999996,874.2,560.0473498233214
67.544,0.4,894.5,560.3865724381624
193.59,0.31,929.8,561.1077738515901
59.045,0.41000000000000003,886.4,560.3049469964664
94.104,0.38,902.5,560.577738515901
446.97,0.24500000000000002,972.8,561.7795053003533
461.93,0.25,956.4,561.959363957597
691.37,0.225,980.3,562.5982332155477
452.15,0.25,952.2,562.0275618374559
746.22,0.225,981.2,562.7795053003533
312.28,0.27,949.4,561.4572438162545
1321.9,0.19,1047.9,564.1360424028269
374.21,0.26,958.8,561.5356890459365
311.48,0.275,945.8,561.5296819787985
972.75,0.21000000000000002,1007.7,563.2367491166078
254.24,0.29000000000000004,938.5,561.2049469964664
73.691,0.39499999999999996,892.9,560.4031802120141
91.515,0.375,901.5,560.5
272.41,0.28500000000000003,938.6,561.3989399293285
55.737,0.41000000000000003,888.8,560.3487632508834
114.51,0.34500000000000003,920.7,560.7183745583038
342.01,0.265,944.4,561.6773851590107
597.77,0.23500000000000001,976.0,562.2353356890459
216.1,0.30000000000000004,951.8,560.9197879858657
216.14,0.30500000000000005,924.2,561.0462897526501
151.36,0.335,926.1,560.8498233215548
602.89,0.23500000000000001,981.1,562.23851590106
163.6,0.32,927.4,560.8420494699646
303.32,0.28,942.4,561.535335689046
449.47,0.25,962.1,561.9922261484098
147.41,0.335,916.3,560.7325088339222
248.01,0.29000000000000004,929.2,561.1519434628975
205.36,0.30500000000000005,932.9,561.2314487632509
420.45,0.255,953.0,562.0667844522967
105.3,0.37,896.5,560.633922261484
424.01,0.255,958.2,562.0063604240282
388.62,0.255,957.5,561.8088339222613
109.58,0.355,911.4,560.6413427561837
64.581,0.405,890.0,560.3787985865724
141.09,0.33,924.6,560.9215547703179
107.7,0.36,897.4,560.6328621908127
1138.5,0.2,1034.1,563.1939929328623
379.24,0.25999999999999995,951.9,561.790106007067
163.3,0.32,923.1,560.8773851590106
70.632,0.39999999999999997,887.7,560.4243816254417
439.1,0.255,959.7,562.0250883392226
314.39,0.275,957.7,561.2360424028268
76.46,0.39499999999999996,886.2,560.4798586572438
706.88,0.22,980.9,562.5802120141342
469.12,0.25,966.3,561.8957597173145
799.81,0.22,989.7,562.846996466431
1008.3,0.20500000000000002,1000.1,563.455477031802
82.166,0.38,894.2,560.4568904593639
43.883,0.4099999999999999,881.9,560.2575971731447
597.42,0.24000000000000002,967.2,562.2703180212014
32.563,0.37,869.5,560.1024734982332
157.02,0.33,917.2,560.9586572438162
91.517,0.375,908.6,560.5219081272085
139.56,0.34,914.9,560.8070671378092
505.42,0.24000000000000002,972.0,561.9530035335689
209.76,0.30500000000000005,928.2,561.1371024734982
102.12,0.36,906.1,560.6328621908127
307.31,0.265,947.1,561.6561837455831
354.46,0.265,944.6,561.7713780918727
84.78,0.385,899.0,560.5473498233215
657.63,0.225,976.0,562.5356890459364
11.236,1.4200000000000002,801.1,559.6406360424028
20.873,0.74,847.6,559.912367491166
71.736,0.39499999999999996,898.8,560.3985865724381
36.732,0.375,880.0,560.1975265017667
473.29,0.24000000000000002,970.1,561.9833922261483
175.58,0.315,926.2,560.9455830388691
68.434,0.385,898.2,560.5063604240282
202.78,0.31,934.1,561.2106007067136
376.0,0.26,952.1,561.7272084805653
385.67,0.255,955.9,561.8074204946995
111.35,0.355,900.8,560.7148409893992
286.63,0.28,943.9,561.5819787985866
452.58,0.24500000000000002,968.0,561.9081272084806
25.902,0.5,861.0,560.0286219081271
386.0,0.26499999999999996,947.1,561.7452296819788
248.46,0.29500000000000004,940.0,561.3123674911661
134.64,0.35000000000000003,909.7,560.7501766784452
174.61,0.315,922.9,560.8625441696113
404.66,0.255,955.3,561.8826855123674
158.99,0.325,916.1,560.9455830388692
129.89,0.35000000000000003,911.7,560.6879858657244
643.71,0.23,977.5,562.3851590106007
266.55,0.29000000000000004,925.4,561.3077738515901
105.43,0.36,906.8,560.6144876325089
534.44,0.24000000000000002,964.7,562.1335689045936
146.73,0.335,914.5,560.8964664310953
368.28,0.26499999999999996,959.8,561.5303886925795
366.09,0.26499999999999996,958.3,561.6180212014134
997.39,0.21000000000000002,1020.1,562.9590106007067
426.4,0.255,955.8,562.008480565371
170.24,0.315,924.3,560.913074204947
104.15,0.365,909.0,560.6766784452296
364.65,0.25999999999999995,958.3,561.7106007067138
103.73,0.365,899.9,560.6045936395759
116.6,0.35000000000000003,914.2,560.7038869257951
1061.1,0.2,1024.0,563.1102473498232
222.33,0.30000000000000004,921.4,561.2123674911661
84.162,0.38,901.3,560.4745583038869
1251.9,0.195,1051.7,563.448409893993
215.41,0.30000000000000004,931.0,561.2367491166078
461.33,0.255,959.6,562.0045936395759
64.779,0.395,898.9,560.373144876325
78.084,0.38999999999999996,898.6,560.3681978798586
298.68,0.28,937.9,561.5883392226149
55.838,0.41500000000000004,885.3,560.346996466431
326.49,0.27,951.2,561.473144876325
166.09,0.325,914.1,560.9943462897527
443.94,0.25,969.6,561.7197879858658
212.75,0.30000000000000004,937.9,561.0671378091873
20.538,0.61,856.0,559.9477031802119
65.292,0.4,890.9,560.4434628975265
270.37,0.29000000000000004,942.5,561.3452296819788
129.25,0.34500000000000003,910.9,560.6247349823321
82.547,0.385,900.5,560.4964664310954
454.64,0.25,965.1,561.8625441696112
243.24,0.29500000000000004,928.3,561.378445229682
436.18,0.255,958.7,561.7102473498232
123.54,0.35000000000000003,906.1,560.7441696113075
433.78,0.24500000000000002,967.1,561.8943462897527
83.076,0.385,898.9,560.4455830388692
147.38,0.335,917.3,560.7992932862192
650.59,0.225,975.5,562.5427561837456
498.99,0.24500000000000002,974.9,561.951590106007
290.17,0.28,934.8,561.53074204947
