CR1,CR2,CR3,CR4,CR5,CR6,A-2,B-1,B-2,B-4,B-5,B-7,B-8,C-1,C-2,C-3,C-4,C-5,C-6,C-7,C-8,C-9,C-10,C-11,C-12,C-13,C-14,C-15
26.93364278846504,27.07647087562279,25.128691833677312,22.424641197671853,24.24415762598221,26.690417397270544,25695.18603515625,22740.999572753903,21611.627380371094,22670.437744140625,21567.925415039062,22514.43896484375,21060.1962890625,18343.46923828125,18488.03063964844,19247.887634277344,19085.21099853516,20130.63256835937,19232.373168945312,18525.44897460937,18539.68008422852,18065.13360595703,19006.44207763672,18202.44903564453,17612.644561767578,18148.691040039062,18181.03594970703,19014.49725341797
23.841311958808824,26.888386955133324,21.965638513523785,20.33629925513962,24.748435485193024,25.874916272432564,25857.571533203125,22877.108947753903,21715.521362304688,22759.48846435547,21635.702392578125,22720.68719482422,21275.420471191406,18167.300231933597,18229.465393066406,19042.40127563477,19108.44744873047,20101.02935791016,18945.02947998047,18180.2392578125,18157.11346435547,17903.382080078125,18947.442993164062,18356.57232666016,17834.80712890625,18301.87890625,18251.879150390625,19028.85968017578
23.79805909176965,24.38244045257648,21.035960228536485,23.63792170865836,27.666830566705197,25.76899038069225,25768.97180175781,22761.422607421875,21478.43438720703,22608.20196533203,21685.59307861328,22889.9931640625,21383.53533935547,18051.248077392574,18012.10595703125,18580.228454589844,18563.82550048828,19583.229248046875,18612.878784179688,17995.728942871094,18377.982208251957,18400.985412597656,19517.09454345703,18947.55010986328,18380.107543945312,18700.510955810547,18326.16778564453,19018.001403808597
27.718587860772733,21.401113376070253,22.91885848972764,21.89164050968805,22.77824178795352,20.860244087440044,26001.95874023437,22993.187744140625,21802.41973876953,22907.020385742188,21891.30438232422,22827.87438964844,21255.456298828125,18501.6416015625,18702.55682373047,18950.165954589844,18530.712524414062,19630.952697753903,19051.078063964844,18478.3447265625,18607.978515625,18320.75030517578,19262.37414550781,18317.31756591797,17623.30599975586,17697.54428100586,17659.480834960938,18662.770263671875
24.52262989419573,22.083064972403445,21.042726007859248,24.167971750176783,24.765647172026373,21.388838296402373,25949.3359375,22871.30969238281,21629.808837890625,22837.247314453125,21918.788146972656,22951.7822265625,21341.984802246094,18112.509674072266,18188.375854492188,18576.686309814453,18448.859375,19533.31658935547,18778.55419921875,18227.44860839844,18666.190216064453,18658.499633789062,19662.488525390625,18718.27349853516,17999.370056152344,18012.174285888672,17765.296264648438,18632.896911621094
23.548070796406368,25.905174588930983,26.825196525376917,23.81852189420153,22.64198674462373,22.78502547920762,25853.365600585938,22660.746643066406,21599.98516845703,22956.247009277344,21904.05401611328,22615.367309570312,20996.94122314453,17841.195434570312,17980.377807617188,18818.26119995117,18991.19702148437,20210.971252441406,19651.60656738281,19067.625122070312,19175.47717285156,18530.974975585938,19341.0224609375,18172.03790283203,17404.172637939453,17604.19400024414,17607.182189941406,18476.65399169922
25.04489737983772,21.165670201438544,27.937609052552112,27.51060242222291,23.08161204566418,25.60948128911901,25725.647705078125,22576.84240722656,21337.16357421875,22775.23828125,21937.26678466797,22707.092834472656,21075.39520263672,17940.238220214844,17943.705963134766,18269.522186279297,18161.334838867188,19475.69403076172,19410.13116455078,19065.095947265625,19554.21533203125,19038.58544921875,19832.83990478516,18434.37237548828,17617.914947509766,17981.138916015625,17989.046875,18763.195556640625
27.79001884545423,25.101244871697936,23.957415875071096,27.680224465702334,23.369773342520773,22.22325029440716,25754.17919921875,22670.72375488281,21555.370361328125,22753.52978515625,21816.13165283203,22634.48583984375,20988.73370361328,18249.348022460938,18480.369079589844,19051.129638671875,18775.089477539062,19865.14599609375,19101.59930419922,18547.746459960938,19135.76089477539,18949.13482666016,19769.23175048828,18354.26538085937,17514.54086303711,17637.266693115234,17563.33575439453,18517.707397460938
26.97516623576748,23.482475537530583,21.19627766114332,27.16402584033412,22.731323477014868,21.927592743758087,25873.7666015625,22820.201049804688,21632.425048828125,22782.20672607422,21873.55291748047,22794.38720703125,21162.09185791016,18304.083587646484,18476.200256347656,18905.391479492188,18614.21405029297,19656.18603515625,18790.63061523437,18230.41259765625,18888.57684326172,18952.92517089844,19823.481201171875,18420.411071777344,17598.596160888672,17716.01254272461,17677.677978515625,18628.4599609375
25.480481387013405,27.32837432680316,21.64541243845072,27.04739552731808,25.14120680252274,22.69581239335556,25753.028564453125,22662.53234863281,21547.47088623047,22709.801818847656,21744.435791015625,22696.701721191406,21071.121520996094,18030.47952270508,18201.390625,19040.21044921875,19044.59747314453,20043.56622314453,18871.945861816406,18214.393493652344,18807.925689697266,18821.28625488281,19747.91619873047,18583.48547363281,17804.802642822266,17902.871490478516,17679.956787109375,18538.43817138672
26.60031902652081,25.4412744301002,23.54351285188672,24.969461387057983,20.73819236310945,22.885749417614534,25893.28454589844,22828.32592773437,21740.919189453125,22887.35333251953,21840.97723388672,22621.416931152344,21039.23065185547,18291.99557495117,18506.063415527344,19176.49203491211,19000.679260253903,20066.361206054688,19223.910095214844,18585.530700683597,18905.605407714844,18606.12634277344,19394.199584960938,17980.536987304688,17189.060638427734,17482.95883178711,17685.361877441406,18659.25109863281
21.8014431585085,23.92157777196249,23.768993947258554,26.701679558786687,24.16877682032079,27.31723788798307,25747.58142089844,22614.624572753903,21360.748168945312,22713.00946044922,21852.666259765625,22806.95623779297,21234.227966308597,17729.120880126953,17629.324005126953,18227.33511352539,18427.150939941406,19615.95440673828,19006.93280029297,18520.906494140625,19062.986907958984,18886.327575683597,19808.955932617188,18604.91845703125,17866.358032226562,18373.96322631836,18328.163513183597,18973.607788085938
23.86538374297408,20.79519242568112,23.67233775338246,22.451506003779045,21.334600173548083,20.515581407414647,26102.83837890625,22951.216430664062,21768.98498535156,23081.118408203125,22086.91967773437,22916.39239501953,21284.797241210938,18076.78915405273,18184.905517578125,18526.326538085938,18452.423278808597,19659.41192626953,19272.94537353516,18767.879150390625,18926.69982910156,18542.53399658203,19418.695861816406,18262.376037597656,17499.441467285156,17559.422454833984,17593.14862060547,18524.91534423828
25.924677957992884,25.346959926581054,25.06118300374033,23.95852864316277,24.03150010942365,23.92689596334228,25771.87634277344,22706.97003173828,21576.125854492188,22778.728759765625,21756.496826171875,22631.064819335938,21069.651428222656,18149.793731689453,18288.71905517578,18953.82308959961,18851.173706054688,19974.61071777344,19277.52197265625,18669.774169921875,18876.5212097168,18450.438903808597,19348.2666015625,18336.412536621094,17633.755645751953,17910.543579101562,17845.24493408203,18709.72235107422
24.55504030499969,21.611661070913552,26.68983031376089,26.36983688799436,21.887154902598198,24.42582338201216,25827.944580078125,22671.22436523437,21459.004638671875,22872.080017089844,21984.188903808597,22730.78857421875,21105.419189453125,17967.11880493164,18000.398071289062,18367.025421142574,18293.307861328125,19577.25469970703,19416.42254638672,19019.49475097656,19448.558227539062,18956.251953125,19729.09442138672,18279.85302734375,17461.178588867188,17795.171600341797,17896.16680908203,18715.78857421875
21.914566459128046,24.966031654096334,22.161556392094443,26.26232689158165,26.717422876443717,27.97391220320188,25719.56591796875,22629.93139648437,21347.59436035156,22613.651245117188,21758.135803222656,22858.86602783203,21317.46075439453,17765.16375732422,17647.97882080078,18288.621612548828,18483.91973876953,19592.10186767578,18763.053283691406,18221.76385498047,18759.68859863281,18740.03631591797,19774.46954345703,18879.275634765625,18219.42056274414,18687.906707763672,18442.809814453125,19042.50262451172
24.53324641144265,21.35101803920137,26.93637656212404,20.96818728011861,25.57803690733678,24.16540697389284,25853.30139160156,22767.586669921875,21530.53759765625,22844.71142578125,21854.54235839844,22802.78448486328,21265.145263671875,18068.31735229492,18086.02880859375,18413.046905517574,18304.393615722656,19566.909118652344,19389.202392578125,18915.468322753903,18835.4267578125,18189.735961914062,19179.363159179688,18558.968200683597,17974.389099121094,18232.806213378903,18028.144897460938,18815.54541015625
27.436452918579803,27.832804375360347,20.201284085660937,21.28722340763049,27.65989740440884,26.90714434662083,25748.90954589844,22866.65155029297,21670.11669921875,22571.931274414062,21483.759765625,22695.57843017578,21268.38623046875,18454.671417236328,18579.722229003903,19297.93814086914,19075.848876953125,19970.953979492188,18639.39562988281,17856.31427001953,17967.381103515625,17911.850830078125,19016.903869628903,18610.624084472656,18138.24307250977,18536.17788696289,18285.92236328125,19087.59991455078
26.367141561833204,27.0052208847531,26.965158815114663,27.337095534049496,21.84587559839537,24.733831895058167,25699.96813964844,22572.148376464844,21514.88330078125,22795.106506347656,21784.91424560547,22459.533447265625,20852.323303222656,18057.695220947266,18251.495697021484,19069.99771118164,19033.532836914062,20201.2099609375,19548.584533691406,18963.51690673828,19364.466369628903,18821.165283203125,19549.82727050781,18020.36889648437,17187.13150024414,17561.85659790039,17720.38446044922,18606.18341064453
27.598145376036506,22.90712205112517,21.06924760574587,23.38640778734957,23.4642349508846,26.107490729888184,25829.537231445312,22942.80834960937,21664.616271972656,22646.90985107422,21668.077575683597,22774.025268554688,21320.53234863281,18586.71206665039,18654.871948242188,18958.494689941406,18537.065185546875,19523.82891845703,18640.393493652344,18013.54998779297,18340.434051513672,18317.29663085937,19307.909118652344,18370.334838867188,17760.907684326172,18281.74279785156,18354.816528320312,19213.45135498047
23.58378110583483,24.249955402404037,23.218196423966244,24.05434830151834,22.01200107411204,26.2879563334577,25864.538940429688,22809.424255371094,21602.83917236328,22813.16668701172,21818.818359375,22746.567321777344,21231.072631835938,18061.48498535156,18062.106018066406,18663.81787109375,18693.26733398437,19805.08331298828,19066.59735107422,18473.340393066406,18761.921783447266,18506.29626464844,19396.879821777344,18224.263305664062,17527.832305908203,18066.23760986328,18244.28448486328,19021.691772460938
22.850235447741653,21.586078357802045,20.6250293072036,26.483766076509244,21.765220428788684,25.28143925173048,25933.747924804688,22844.867736816406,21551.49200439453,22814.09051513672,21948.48699951172,22951.03820800781,21371.0712890625,17991.30990600586,17930.1806640625,18303.111602783203,18296.824462890625,19408.986755371094,18704.6884765625,18206.840576171875,18857.20623779297,18970.06005859375,19859.996459960938,18464.21453857422,17689.934143066406,18119.951141357426,18237.996459960938,18988.685424804688
21.40785403283527,23.29233151057211,25.899849185789247,25.31571285370772,21.52383590732313,23.370095056862542,25932.79626464844,22676.996948242188,21528.75604248047,23006.0361328125,22065.12371826172,22782.072387695312,21130.582885742188,17644.281677246094,17660.363830566406,18312.14587402344,18582.777709960938,19874.092529296875,19516.85888671875,19048.807495117188,19386.573333740234,18882.16125488281,19658.97967529297,18251.889526367188,17428.348052978516,17689.825958251953,17770.802124023438,18559.230895996094
21.973719949497344,24.176248666659404,27.390188961479648,24.947294571540745,26.840939829458872,24.25780868784152,25732.86181640625,22500.548950195312,21326.50646972656,22795.81134033203,21898.478088378903,22763.05291748047,21123.75006103516,17582.70980834961,17564.187072753906,18252.567474365234,18505.84942626953,19796.92364501953,19472.41076660156,19017.06805419922,19299.214813232426,18744.14276123047,19673.146118164062,18790.72576904297,18068.57290649414,18228.652130126957,17868.59442138672,18562.459899902344
20.28306566482246,24.83502084789955,25.456410084781,23.86153395485184,24.976671138381214,26.762913417790596,25793.002685546875,22606.09509277344,21401.67388916016,22804.345581054688,21867.77880859375,22795.144104003903,21231.654174804688,17560.391052246094,17466.905334472656,18219.072296142574,18604.085815429688,19848.13781738281,19306.86895751953,18776.45574951172,18991.711791992188,18546.398864746094,19501.214965820312,18618.864135742188,17955.089874267578,18390.314453125,18245.09545898437,18861.18560791016
20.176806524486828,27.12215872271609,26.91930505211039,21.3450673534256,21.46863649211088,24.44538571231236,25964.187622070312,22714.12280273437,21691.828674316406,23070.41583251953,21921.529846191406,22628.06512451172,21062.025817871094,17581.354736328125,17651.490844726562,18728.45782470703,19279.09979248047,20515.79083251953,19836.239501953125,19159.42687988281,18958.766540527344,18171.217529296875,18994.17803955078,17961.119140625,17280.610260009766,17664.208740234375,17815.56524658203,18602.96502685547
25.804810497461485,25.83707842404888,21.0830316901398,23.283988479128737,27.7680550963749,21.58585555941404,25827.1044921875,22790.9892578125,21629.691040039062,22716.03125,21710.649963378903,22815.63836669922,21235.96203613281,18174.09576416016,18337.595703125,19037.33068847656,18921.626953125,19903.484375,18785.350158691406,18094.376892089844,18403.330657958984,18352.711669921875,19430.64172363281,18838.73016357422,18211.074798583984,18168.191436767574,17724.276306152344,18594.38586425781
23.1875092810457,21.287964301208195,27.129592313565468,25.3288400879066,25.544886268072524,20.618644645082508,25858.69775390625,22592.61474609375,21418.436584472656,22939.734924316406,22071.509216308597,22855.83959960937,21138.101135253903,17693.644470214844,17758.284545898438,18195.27600097656,18267.150329589844,19596.586791992188,19502.728454589844,19133.35284423828,19487.735626220703,18938.109252929688,19830.184997558597,18769.041931152344,17949.406677246094,17820.569763183594,17455.41015625,18279.44793701172
23.653566169519664,23.504578885549225,21.92220433526119,24.296094449005068,21.579277644893825,20.83300027918669,26037.219970703125,22887.58251953125,21747.72705078125,23000.09350585937,22008.617309570312,22860.30798339844,21222.22766113281,18016.285583496094,18148.63055419922,18740.21453857422,18763.398010253903,19872.478454589844,19082.48352050781,18490.63977050781,18859.07397460937,18698.71502685547,19568.899658203125,18293.13610839844,17494.18438720703,17562.260040283203,17575.759033203125,18503.830993652344
27.39572396601518,22.04901874799369,25.04059374581889,27.763204805132407,25.866050014894437,20.25545662050844,25767.95251464844,22616.110778808597,21448.573669433597,22781.88983154297,21929.40399169922,22783.591796875,21071.84063720703,18078.14196777344,18251.446166992188,18616.38195800781,18368.19415283203,19559.748291015625,19150.6552734375,18720.115112304688,19329.616485595703,19077.604370117188,19974.13262939453,18749.28717041016,17898.423706054688,17788.39437866211,17433.899353027344,18350.217041015625
25.238658553275226,20.426332225202703,24.69838640381772,25.326725558340897,21.44061641895517,22.64317152588491,25941.150390625,22821.15899658203,21586.278869628903,22933.890747070312,22037.05920410156,22840.346923828125,21204.92443847656,18123.95031738281,18188.45440673828,18430.415618896484,18230.61920166016,19460.10070800781,19226.344665527344,18809.00451660156,19237.211059570312,18901.194580078125,19714.27478027344,18309.267211914062,17485.774627685547,17686.333618164062,17762.870239257812,18649.950805664062
21.166712134303094,24.495187486176704,24.306187433184345,22.283843877969705,22.417080546261023,24.33600737419385,25967.433837890625,22793.34893798828,21640.96630859375,22966.13195800781,21933.939880371094,22803.90478515625,21240.060424804688,17763.688079833984,17768.282348632812,18501.195861816406,18791.17401123047,19988.667846679688,19333.672912597656,18734.98651123047,18821.849853515625,18375.66339111328,19274.02667236328,18261.820556640625,17584.67364501953,17949.933227539062,18001.223266601562,18768.27423095703
22.44127360888138,22.935759505827043,22.655051421153733,21.33726267162545,20.908532737636943,22.300150330071325,26113.941284179688,22976.612060546875,21819.97271728516,23065.41662597656,22003.10607910156,22880.7724609375,21311.026306152344,18016.488159179688,18084.873596191406,18657.75112915039,18764.94415283203,19913.0712890625,19204.448181152344,18584.263793945312,18659.57177734375,18316.32293701172,19214.347534179688,18141.436767578125,17452.265014648438,17694.545471191406,17820.06671142578,18703.56036376953
21.373085120190822,26.835435608562264,25.55666706610875,21.738601176883645,26.024996133909266,24.48938509635057,25819.40686035156,22646.340270996094,21531.788024902344,22846.59637451172,21786.232788085938,22715.71032714844,21160.771423339844,17662.793334960938,17695.044677734375,18630.18173217773,19012.24560546875,20193.33959960937,19418.81256103516,18770.287841796875,18741.730895996094,18193.05499267578,19178.105895996094,18548.090881347656,17946.428771972656,18204.630096435547,17952.767456054688,18661.68096923828
26.2645453351201,27.43097936007825,22.97959346332505,21.66227480007814,23.39605872466239,23.706066275077745,25854.03125,22861.998901367188,21782.95086669922,22802.877502441406,21649.0791015625,22602.534790039062,21105.14532470703,18324.879455566406,18536.39532470703,19393.993682861328,19301.773315429688,20283.83807373047,19121.514526367188,18343.011291503903,18363.836364746094,18037.34649658203,18982.832580566406,18142.97247314453,17528.224700927734,17853.039459228516,17878.561889648438,18792.866455078125
20.827071478035304,22.28605402589932,23.4389108435331,26.764344399578665,21.949889635271585,23.947615939074776,25941.62890625,22702.860778808597,21479.276977539062,22933.83532714844,22073.296752929688,22911.17401123047,21255.9560546875,17623.402557373047,17568.65594482422,18111.228454589844,18369.948486328125,19618.89520263672,19132.8720703125,18686.932373046875,19276.616424560547,19096.7529296875,19923.478149414062,18450.594604492188,17618.62191772461,17909.94757080078,17952.237548828125,18681.159423828125
21.342685027097662,22.572262635903503,21.974142318688973,23.898416408641022,26.17169871538628,26.37430575349104,25836.824340820312,22739.83038330078,21422.627990722656,22709.65881347656,21835.252075195312,22970.21417236328,21438.556762695312,17775.08416748047,17640.505615234375,18145.679901123047,18313.373779296875,19452.35791015625,18757.297607421875,18232.864196777344,18631.13186645508,18573.04962158203,19640.008850097656,18898.304260253903,18286.79180908203,18681.09356689453,18412.859497070312,19028.048950195312
23.032285920162483,21.864947568521565,20.372555126814326,24.250181405771677,25.030889942119003,27.372104295622854,25837.06311035156,22838.66931152344,21485.473876953125,22655.43725585937,21773.58477783203,22968.34747314453,21479.459411621094,18058.14974975586,17935.375366210938,18296.97640991211,18257.458435058597,19317.765197753903,18524.176025390625,17981.05450439453,18456.20318603516,18560.80639648437,19622.037963867188,18780.041931152344,18173.26171875,18699.559173583984,18578.129821777344,19235.25256347656
27.055360574683487,21.325586709643208,23.17450877583832,27.84262601513184,22.78406625510606,27.207359023314226,25736.009887695312,22741.44201660156,21435.223876953125,22646.594970703125,21818.73406982422,22777.453552246094,21224.428588867188,18304.345977783203,18296.528869628903,18489.958618164062,18155.05474853516,19279.68243408203,18821.38897705078,18390.03839111328,19053.456268310547,18992.660278320312,19857.60040283203,18454.047424316406,17669.780242919922,18199.45785522461,18297.917236328125,19089.606323242188
21.329265975471397,21.649722191625894,24.6583820013219,20.071968399575336,24.18775420458507,21.537242792126044,26060.277465820312,22869.07873535156,21672.430908203125,23052.266357421875,22032.4091796875,22953.180236816406,21361.74920654297,17784.410186767578,17806.231994628906,18291.550018310547,18473.76397705078,19734.008239746094,19359.02905273437,18833.154174804688,18747.453094482426,18222.14001464844,19215.18670654297,18544.14453125,17912.189025878906,17975.319885253906,17769.93994140625,18574.832153320312
22.169080981425505,24.576123725981542,22.34918201239049,21.656472735503133,26.32338195712933,26.913362202337645,25833.288940429688,22795.15173339844,21534.91540527344,22707.49298095703,21714.31036376953,22867.412109375,21395.283081054688,17932.113861083984,17855.480529785156,18498.94757080078,18646.829711914062,19728.422912597656,18851.02752685547,18213.48779296875,18341.635681152344,18145.87091064453,19238.86181640625,18717.83465576172,18199.31588745117,18672.6852722168,18456.31945800781,19107.622619628903
22.94838613028841,23.26483343612413,23.06217173628125,23.27957160110597,21.234252755495568,27.23237072520532,25913.013671875,22863.02227783203,21626.949645996094,22840.457275390625,21844.58203125,22789.80279541016,21300.65600585937,18062.71356201172,18013.772338867188,18544.82531738281,18601.94012451172,19730.96014404297,19057.499267578125,18469.146484375,18703.78466796875,18428.368713378903,19324.93682861328,18166.92492675781,17497.832427978516,18135.898681640625,18402.69482421875,19149.186096191406
