,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,fluxQ1,fluxQ2,fluxQ3,fluxQ4
sample_00002_r,1.3730316775991485,2.656175886634271,1.9347528022240645,-2.287428868811057,-3.051266672188941,-2.221817363844064,-2.844891883813858,-2.4288956247787343,0.24746646795827124,0.24733802651188327,0.25209624284257587,0.25309926268726957
sample_00002_v,-2.287428868811058,1.9347528022240645,2.656175886634273,1.3730316775991493,-2.4288956247787343,-2.844891883813858,-2.221817363844064,-3.051266672188941,0.24733802651188327,0.24746646795827124,0.25309926268726957,0.25209624284257587
sample_00003,3.0622720461889417,0.7579599030444779,1.5857532238138585,-3.1397038224008504,-1.5155926675991482,0.9187437850357281,-1.1087304802240645,2.903504348811058,0.2510465205027995,0.25212288567631935,0.24667060681554429,0.2501599870053368
sample_00003_h,-3.1397038224008513,1.5857532238138576,0.7579599030444797,3.0622720461889426,2.903504348811058,-1.1087304802240645,0.9187437850357281,-1.5155926675991473,0.25212288567631935,0.2510465205027995,0.2501599870053368,0.24667060681554429
sample_00003_r,1.5155926675991482,-0.9187437850357281,1.1087304802240645,-2.9035043488110563,-3.0622720461889408,-0.7579599030444779,-1.5857532238138576,3.139703822400852,0.24667060681554429,0.2501599870053368,0.2510465205027995,0.25212288567631935
sample_00003_v,-2.903504348811058,1.1087304802240645,-0.9187437850357281,1.5155926675991491,3.1397038224008504,-1.5857532238138576,-0.7579599030444779,-3.0622720461889408,0.2501599870053368,0.24667060681554429,0.25212288567631935,0.2510465205027995
sample_00004,1.5661829340093556,-0.5182530569555217,2.0234769938138584,1.835449194778736,-1.5548854875991482,1.6241160805453152,1.5587358197759356,-0.12104686118894037,0.24764299366594122,0.2549181014579441,0.25176665880835525,0.24567224606775942
sample_00004_h,1.835449194778736,2.0234769938138584,-0.5182530569555208,1.5661829340093565,-0.12104686118894126,1.5587358197759364,1.6241160805453152,-1.5548854875991474,0.2549181014579441,0.24764299366594122,0.24567224606775942,0.25176665880835525
sample_00004_r,1.5548854875991482,-1.6241160805453152,-1.5587358197759347,0.12104686118894215,-1.5661829340093556,0.5182530569555217,-2.0234769938138575,-1.8354491947787341,0.25176665880835525,0.24567224606775942,0.24764299366594122,0.2549181014579441
sample_00004_v,0.12104686118894215,-1.5587358197759356,-1.6241160805453143,1.5548854875991491,-1.8354491947787341,-2.0234769938138584,0.5182530569555217,-1.5661829340093547,0.24567224606775942,0.25176665880835525,0.2549181014579441,0.24764299366594122
sample_00005,-2.5939326359906447,0.027675353044478435,-2.3945565033657275,-0.5536731986008503,-1.724785537599148,-0.8542652366342711,-0.6866190802240641,-2.9420142683685278,0.2512610488178155,0.2487711606334135,0.24777657182121998,0.252191218727551
sample_00005_h,-0.5536731986008521,-2.3945565033657292,0.027675353044479323,-2.593932635990644,-2.9420142683685278,-0.6866190802240641,-0.8542652366342711,-1.724785537599148,0.2487711606334135,0.2512610488178155,0.252191218727551,0.24777657182121998
sample_00005_r,1.7247855375991499,0.8542652366342711,0.6866190802240659,2.9420142683685295,2.593932635990644,-0.027675353044478435,2.3945565033657292,0.553673198600853,0.24777657182121998,0.252191218727551,0.2512610488178155,0.2487711606334135
sample_00005_v,2.9420142683685278,0.6866190802240641,0.8542652366342729,1.7247855375991499,0.5536731986008512,2.3945565033657292,-0.027675353044478435,2.5939326359906456,0.252191218727551,0.24777657182121998,0.2487711606334135,0.2512610488178155
sample_00006,-1.9785087059906452,2.4355526482240646,-1.7871037983657274,-2.5235525024008503,1.1973886495804376,2.955092930545316,0.3096540297759356,2.0966093888110606,0.2523495734007993,0.2529594864299207,0.24878041674152993,0.24591052342775008
sample_00006_h,-2.523552502400851,-1.7871037983657292,2.435552648224064,-1.9785087059906434,2.096609388811059,0.3096540297759356,2.955092930545316,1.1973886495804384,0.2529594864299207,0.2523495734007993,0.24591052342775008,0.24878041674152993
sample_00006_r,-1.1973886495804384,-2.955092930545315,-0.3096540297759347,-2.096609388811057,1.9785087059906452,-2.435552648224064,1.7871037983657274,2.523552502400852,0.24878041674152993,0.24591052342775008,0.2523495734007993,0.2529594864299207
sample_00006_v,-2.096609388811059,-0.3096540297759356,-2.955092930545314,-1.1973886495804367,2.5235525024008503,1.7871037983657274,-2.435552648224064,1.9785087059906452,0.24591052342775008,0.24878041674152993,0.2529594864299207,0.2523495734007993
sample_00007,-1.9413638459906446,1.5420062930444782,2.3925660938138584,2.3472460747787345,-2.007692827599149,0.9749075505453142,2.895318169775935,-1.250611981188941,0.2477582519141867,0.254422565858357,0.24784209202524562,0.24997709020221065
sample_00007_h,2.3472460747787345,2.3925660938138575,1.54200629304448,-1.9413638459906437,-1.2506119811889418,2.895318169775935,0.9749075505453151,-2.007692827599147,0.254422565858357,0.2477582519141867,0.24997709020221065,0.24784209202524562
sample_00007_r,2.007692827599147,-0.974907550545316,-2.8953181697759334,1.2506119811889427,1.9413638459906437,-1.5420062930444782,-2.3925660938138584,-2.3472460747787336,0.24784209202524562,0.24997709020221065,0.2477582519141867,0.254422565858357
sample_00007_v,1.2506119811889418,-2.895318169775935,-0.9749075505453142,2.007692827599149,-2.3472460747787345,-2.3925660938138584,-1.5420062930444782,1.9413638459906455,0.24997709020221065,0.24784209202524562,0.254422565858357,0.2477582519141867
sample_00008,-2.8827751349906445,2.9225267232240646,2.974087033813859,0.6383690547787353,-1.7157553175991485,0.5947045663657287,0.21969721977593615,2.673572788811059,0.2601741756682694,0.24960741480706963,0.24257877940987838,0.24763963011478257
sample_00008_h,0.6383690547787344,2.9740870338138574,2.922526723224067,-2.882775134990643,2.6735727888110574,0.21969721977593615,0.5947045663657295,-1.7157553175991476,0.24960741480706963,0.2601741756682694,0.24763963011478257,0.24257877940987838
sample_00008_r,1.7157553175991485,-0.5947045663657287,-0.21969721977593437,-2.6735727888110574,2.882775134990645,-2.922526723224065,-2.9740870338138574,-0.6383690547787335,0.24257877940987838,0.24763963011478257,0.2601741756682694,0.24960741480706963
sample_00008_v,-2.6735727888110583,-0.21969721977593615,-0.5947045663657278,1.7157553175991502,-0.6383690547787344,-2.9740870338138574,-2.9225267232240633,2.882775134990645,0.24763963011478257,0.24257877940987838,0.24960741480706963,0.2601741756682694
sample_00009,0.17741074400935553,2.9493215912240647,-0.4356458561861416,1.673094974778735,2.480914509580437,2.5423510905453153,2.4303844897759355,-2.7354635983685256,0.2455166561146173,0.24333185508859412,0.2542462819590606,0.256905206837728
sample_00009_h,1.673094974778735,-0.4356458561861425,2.9493215912240665,0.1774107440093573,-2.7354635983685274,2.4303844897759355,2.5423510905453153,2.4809145095804386,0.24333185508859412,0.2455166561146173,0.256905206837728,0.2542462819590606
sample_00009_r,-2.4809145095804377,-2.5423510905453153,-2.4303844897759355,2.7354635983685274,-0.17741074400935553,-2.9493215912240647,0.4356458561861434,-1.673094974778734,0.2542462819590606,0.256905206837728,0.2455166561146173,0.24333185508859412
sample_00009_v,2.7354635983685274,-2.4303844897759355,-2.5423510905453135,-2.480914509580437,-1.673094974778735,0.4356458561861425,-2.9493215912240647,-0.17741074400935464,0.256905206837728,0.2542462819590606,0.24333185508859412,0.2455166561146173
sample_00010,2.466570184009356,-1.6503422669555219,2.533833583813859,-2.2719088924008517,-0.672761497599148,2.133948350545314,2.7752282197759364,1.5592863188110595,0.25277677895627676,0.2519801498298472,0.245924973826462,0.24931809738741406
sample_00010_h,-2.2719088924008517,2.5338335838138573,-1.650342266955521,2.466570184009356,1.5592863188110577,2.7752282197759364,2.133948350545314,-0.6727614975991472,0.2519801498298472,0.25277677895627676,0.24931809738741406,0.245924973826462
sample_00010_r,0.672761497599148,-2.1339483505453156,-2.775228219775933,-1.5592863188110577,-2.466570184009356,1.6503422669555228,-2.5338335838138573,2.2719088924008517,0.245924973826462,0.24931809738741406,0.25277677895627676,0.2519801498298472
sample_00010_v,-1.5592863188110586,-2.7752282197759355,-2.133948350545314,0.6727614975991489,2.2719088924008517,-2.533833583813859,1.6503422669555219,-2.4665701840093543,0.24931809738741406,0.245924973826462,0.2519801498298472,0.25277677895627676
sample_00011,1.4845930840093553,-1.058254626955522,-0.36178032618614253,-3.071166412400851,0.5276011330008519,-2.9006131766342715,-3.08851066740365,-1.689455707188941,0.2459006163335709,0.24747923372215358,0.25034980172214577,0.2562703482221297
sample_00011_h,-3.071166412400852,-0.36178032618614253,-1.058254626955521,1.4845930840093562,-1.6894557071889418,-3.08851066740365,-2.9006131766342715,0.5276011330008519,0.24747923372215358,0.2459006163335709,0.2562703482221297,0.25034980172214577
sample_00011_r,-0.5276011330008519,2.9006131766342715,3.0885106674036535,1.6894557071889427,-1.4845930840093553,1.058254626955522,0.36178032618614253,3.071166412400853,0.25034980172214577,0.2562703482221297,0.2459006163335709,0.24747923372215358
sample_00011_v,1.6894557071889418,3.088510667403651,2.9006131766342715,-0.5276011330008501,3.071166412400851,0.36178032618614253,1.058254626955522,-1.4845930840093544,0.2562703482221297,0.25034980172214577,0.24747923372215358,0.2459006163335709
sample_00012,2.448087404009355,1.4560994630444783,1.7769578538138582,1.0006894147787353,-2.5859339475991483,-0.7846257966342716,0.1580492097759354,-2.1793641241889405,0.2527815280912164,0.2493175524523765,0.24907118149655574,0.2488297379598514
sample_00012_h,1.0006894147787344,1.7769578538138582,1.4560994630444792,2.4480874040093568,-2.179364124188943,0.1580492097759354,-0.7846257966342716,-2.5859339475991474,0.2493175524523765,0.2527815280912164,0.2488297379598514,0.24907118149655574
sample_00012_r,2.5859339475991483,0.7846257966342716,-0.1580492097759354,2.179364124188943,-2.448087404009353,-1.4560994630444792,-1.7769578538138582,-1.0006894147787335,0.24907118149655574,0.2488297379598514,0.2527815280912164,0.2493175524523765
sample_00012_v,2.1793641241889414,-0.1580492097759354,0.7846257966342733,2.5859339475991483,-1.0006894147787344,-1.7769578538138582,-1.4560994630444783,-2.448087404009354,0.2488297379598514,0.24907118149655574,0.2493175524523765,0.2527815280912164
sample_00013,-0.9965542259906446,0.9750432430444782,2.314188913813858,2.204653584778736,0.3459619434008516,-1.0859556266342718,2.2280511597759354,-2.478174116188941,0.2463504435027917,0.253226986567754,0.24449876554803016,0.25592380438142415
sample_00013_h,2.204653584778736,2.314188913813858,0.9750432430444782,-0.9965542259906437,-2.478174116188942,2.2280511597759354,-1.0859556266342718,0.3459619434008516,0.253226986567754,0.2463504435027917,0.25592380438142415,0.24449876554803016
sample_00013_r,-0.3459619434008516,1.0859556266342718,-2.2280511597759336,2.478174116188942,0.9965542259906446,-0.9750432430444782,-2.314188913813858,-2.2046535847787343,0.24449876554803016,0.25592380438142415,0.2463504435027917,0.253226986567754
sample_00013_v,2.478174116188942,-2.2280511597759354,1.0859556266342736,-0.3459619434008516,-2.2046535847787343,-2.314188913813858,-0.9750432430444782,0.9965542259906455,0.25592380438142415,0.24449876554803016,0.253226986567754,0.2463504435027917
sample_00014,-0.0918715559906449,2.4865536742240644,2.7905072638138577,-2.463976102400851,-2.0166169475991484,-0.5995977566342718,0.5574885397759353,-1.7283817811889408,0.2489154186121421,0.25876733516539324,0.24778174691843463,0.24453549930403004
sample_00014_h,-2.463976102400852,2.7905072638138577,2.4865536742240657,-0.09187155599064312,-1.72838178118894,0.5574885397759353,-0.599597756634271,-2.0166169475991476,0.25876733516539324,0.2489154186121421,0.24453549930403004,0.24778174691843463
sample_00014_r,2.0166169475991484,0.599597756634271,-0.5574885397759353,1.7283817811889435,0.091871555990644,-2.4865536742240657,-2.7905072638138577,2.463976102400853,0.24778174691843463,0.24453549930403004,0.2489154186121421,0.25876733516539324
sample_00014_v,1.7283817811889417,-0.5574885397759353,0.599597756634271,2.0166169475991502,2.463976102400853,-2.7905072638138577,-2.4865536742240657,0.0918715559906449,0.24453549930403004,0.24778174691843463,0.25876733516539324,0.2489154186121421
sample_00015,2.4897695640093556,-1.5278809369555217,0.8462864638138576,1.1834599547787352,1.098677629580438,2.438692930545315,0.09917165977593534,-2.499946627188941,0.25517545744365794,0.24565590636075577,0.24818387173575987,0.2509847644598264
sample_00015_h,1.1834599547787343,0.8462864638138576,-1.5278809369555209,2.4897695640093573,-2.4999466271889403,0.09917165977593534,2.438692930545315,1.0986776295804388,0.24565590636075577,0.25517545744365794,0.2509847644598264,0.24818387173575987
sample_00015_r,-1.0986776295804388,-2.438692930545315,-0.09917165977593356,2.499946627188942,-2.489769564009354,1.5278809369555226,-0.8462864638138576,-1.1834599547787334,0.24818387173575987,0.2509847644598264,0.25517545744365794,0.24565590636075577
sample_00015_v,2.4999466271889403,-0.09917165977593534,-2.438692930545315,-1.098677629580437,-1.1834599547787343,-0.8462864638138576,1.5278809369555217,-2.4897695640093547,0.2509847644598264,0.24818387173575987,0.24565590636075577,0.25517545744365794
sample_00016,2.077787214009355,1.472808473044478,-2.4038197233657286,-2.3227613624008505,2.389813329580438,2.5560079205453157,-2.861460167403651,-0.07681366118894051,0.24630335963216468,0.2533215295844601,0.25432215361895644,0.2460529571644188
sample_00016_h,-2.3227613624008514,-2.4038197233657286,1.4728084730444788,2.077787214009355,-0.0768136611889414,-2.861460167403651,2.5560079205453157,2.389813329580438,0.2533215295844601,0.24630335963216468,0.2460529571644188,0.25432215361895644
sample_00016_r,-2.389813329580438,-2.556007920545315,2.861460167403653,0.07681366118894317,-2.077787214009355,-1.4728084730444788,2.4038197233657286,2.3227613624008523,0.25432215361895644,0.2460529571644188,0.24630335963216468,0.2533215295844601
sample_00016_v,0.0768136611889414,2.861460167403651,-2.556007920545314,-2.389813329580438,2.3227613624008505,2.4038197233657286,-1.472808473044478,-2.077787214009354,0.2460529571644188,0.25432215361895644,0.2533215295844601,0.24630335963216468
sample_00017,0.7198122740093558,0.062371833044478464,-2.850261563365727,-0.37907254522126443,-2.0198522275991486,-1.9154970666342717,0.7634798097759354,-1.757553720188941,0.2446779722172109,0.2508175924397649,0.25506581043370785,0.24943862490931634
sample_00017_h,-0.3790725452212653,-2.850261563365729,0.06237183304448024,0.7198122740093567,-1.757553720188941,0.7634798097759354,-1.9154970666342717,-2.0198522275991477,0.2508175924397649,0.2446779722172109,0.24943862490931634,0.25506581043370785
sample_00017_r,2.0198522275991486,1.9154970666342717,-0.7634798097759337,1.7575537201889428,-0.7198122740093558,-0.062371833044478464,2.850261563365729,0.3790725452212662,0.25506581043370785,0.24943862490931634,0.2446779722172109,0.2508175924397649
sample_00017_v,1.757553720188941,-0.7634798097759354,1.9154970666342717,2.0198522275991486,0.3790725452212653,2.850261563365729,-0.062371833044478464,-0.7198122740093549,0.24943862490931634,0.25506581043370785,0.2508175924397649,0.2446779722172109
sample_00018,-0.8661664359906442,-1.5370804669555218,-1.2246911983657274,0.2189897147787363,2.288485619580438,0.003051721365728177,1.202960959775936,0.21498929881105866,0.24980248036194322,0.24985579854644935,0.2518712259207808,0.24847049517082662
sample_00018_h,0.21898971477873452,-1.2246911983657292,-1.537080466955521,-0.8661664359906442,0.21498929881105777,1.202960959775936,0.0030517213657290654,2.288485619580438,0.24985579854644935,0.24980248036194322,0.24847049517082662,0.2518712259207808
sample_00018_r,-2.288485619580438,-0.0030517213657290654,-1.2029609597759352,-0.21498929881105688,0.866166435990646,1.5370804669555227,1.2246911983657292,-0.21898971477873275,0.2518712259207808,0.24847049517082662,0.24980248036194322,0.24985579854644935
sample_00018_v,-0.21498929881105866,-1.202960959775936,-0.0030517213657290654,-2.288485619580438,-0.21898971477873452,1.2246911983657292,1.5370804669555218,0.866166435990646,0.24847049517082662,0.2518712259207808,0.24985579854644935,0.24980248036194322
sample_00019,-2.8927288889906446,1.5584587530444782,1.626539693813859,1.8125480947787356,3.063505719580437,2.4967181705453143,-0.2529068602240647,2.8988805188110582,0.24908732976373485,0.248373344415699,0.25540191466250156,0.24713741115806453
sample_00019_h,1.8125480947787338,1.6265396938138572,1.55845875304448,-2.8927288889906446,2.8988805188110582,-0.2529068602240647,2.4967181705453143,3.063505719580439,0.248373344415699,0.24908732976373485,0.24713741115806453,0.25540191466250156
sample_00019_r,-3.063505719580438,-2.496718170545315,0.2529068602240656,-2.8988805188110565,2.8927288889906446,-1.5584587530444782,-1.6265396938138572,-1.8125480947787338,0.25540191466250156,0.24713741115806453,0.24908732976373485,0.248373344415699
sample_00019_v,-2.8988805188110582,0.2529068602240647,-2.4967181705453143,-3.063505719580437,-1.8125480947787338,-1.626539693813858,-1.5584587530444782,2.8927288889906464,0.24713741115806453,0.25540191466250156,0.248373344415699,0.24908732976373485
sample_00020,-2.2646263859906446,0.398508893044478,-2.7462152733657277,1.3652087947787344,-0.42868186259914864,2.2480034605453145,-2.6204367674036497,2.3780634788110593,0.24761582110652455,0.24983500154258914,0.2470397909889363,0.25550938636195
sample_00020_h,1.3652087947787344,-2.7462152733657286,0.3985088930444789,-2.2646263859906437,2.3780634788110575,-2.6204367674036497,2.2480034605453145,-0.42868186259914687,0.24983500154258914,0.24761582110652455,0.25550938636195,0.2470397909889363
sample_00020_r,0.42868186259914864,-2.2480034605453145,2.6204367674036533,-2.3780634788110575,2.2646263859906455,-0.398508893044478,2.7462152733657277,-1.3652087947787335,0.2470397909889363,0.25550938636195,0.24761582110652455,0.24983500154258914
sample_00020_v,-2.3780634788110584,2.6204367674036506,-2.2480034605453127,0.42868186259914864,-1.3652087947787344,2.7462152733657277,-0.398508893044478,2.2646263859906455,0.25550938636195,0.2470397909889363,0.24983500154258914,0.24761582110652455
sample_00021,-0.13750577599064506,-1.8152868869555219,1.963351863813859,-0.3293751252212651,-2.9828845475991486,-1.2143996966342714,0.17439467977593548,1.3341473088110591,0.2477783387295158,0.25051606476978344,0.25480442168583106,0.24690117481486967
sample_00021_h,-0.3293751252212651,1.9633518638138572,-1.815286886955521,-0.1375057759906433,1.3341473088110583,0.17439467977593548,-1.2143996966342714,-2.9828845475991486,0.25051606476978344,0.2477783387295158,0.24690117481486967,0.25480442168583106
sample_00021_r,2.9828845475991486,1.2143996966342714,-0.1743946797759346,-1.3341473088110574,0.13750577599064417,1.8152868869555228,-1.9633518638138572,0.3293751252212651,0.25480442168583106,0.24690117481486967,0.2477783387295158,0.25051606476978344
sample_00021_v,-1.3341473088110583,-0.17439467977593548,1.2143996966342723,2.9828845475991486,0.3293751252212651,-1.9633518638138572,1.8152868869555228,0.13750577599064506,0.24690117481486967,0.25480442168583106,0.25051606476978344,0.2477783387295158
sample_00022,-0.22968026599064473,1.084170563044478,-0.6227585561861417,-0.5174356052212641,2.1059154595804372,-2.263687426634272,-2.3930532774036504,-0.49219181118894006,0.24432790744796842,0.24543270390490066,0.2575092388000656,0.25273014984706527
sample_00022_h,-0.517435605221265,-0.6227585561861426,1.084170563044479,-0.22968026599064473,-0.49219181118894095,-2.3930532774036504,-2.263687426634272,2.105915459580439,0.24543270390490066,0.24432790744796842,0.25273014984706527,0.2575092388000656
sample_00022_r,-2.105915459580438,2.263687426634272,2.393053277403652,0.49219181118894184,0.22968026599064473,-1.084170563044479,0.6227585561861435,0.5174356052212659,0.2575092388000656,0.25273014984706527,0.24432790744796842,0.24543270390490066
sample_00022_v,0.49219181118894095,2.3930532774036504,2.263687426634272,-2.1059154595804372,0.517435605221265,0.6227585561861426,-1.084170563044478,0.22968026599064562,0.25273014984706527,0.2575092388000656,0.24543270390490066,0.24432790744796842
sample_00023,1.9441417540093546,2.5293497102240643,1.2698802638138584,2.479487244778735,0.5216714602008512,-1.0513643166342712,1.8516844097759346,1.827213308811059,0.2570180856014728,0.2507573473670654,0.24328778029169948,0.24893678673976227
sample_00023_h,2.479487244778735,1.2698802638138575,2.5293497102240643,1.9441417540093564,1.8272133088110571,1.8516844097759346,-1.0513643166342712,0.521671460200853,0.2507573473670654,0.2570180856014728,0.24893678673976227,0.24328778029169948
sample_00023_r,-0.5216714602008512,1.0513643166342712,-1.8516844097759346,-1.8272133088110571,-1.9441417540093546,-2.5293497102240643,-1.2698802638138575,-2.479487244778734,0.24328778029169948,0.24893678673976227,0.2570180856014728,0.2507573473670654
sample_00023_v,-1.827213308811058,-1.8516844097759355,1.051364316634272,-0.5216714602008494,-2.479487244778735,-1.2698802638138575,-2.5293497102240643,-1.9441417540093546,0.24893678673976227,0.24328778029169948,0.2507573473670654,0.2570180856014728
sample_00024,2.4223227840093564,2.5685231302240643,1.725821923813859,-2.245272862400851,0.4070610674008517,2.8223640805453147,-2.4720249674036516,-1.8086681311889405,0.2552764182511884,0.24774147016512385,0.24529529959969978,0.251686811983988
sample_00024_h,-2.245272862400852,1.7258219238138572,2.568523130224065,2.4223227840093564,-1.8086681311889414,-2.4720249674036516,2.8223640805453147,0.4070610674008517,0.24774147016512385,0.2552764182511884,0.251686811983988,0.24529529959969978
sample_00024_r,-0.4070610674008517,-2.8223640805453147,2.4720249674036516,1.8086681311889414,-2.4223227840093564,-2.568523130224065,-1.7258219238138572,2.245272862400853,0.24529529959969978,0.251686811983988,0.2552764182511884,0.24774147016512385
sample_00024_v,1.8086681311889414,2.4720249674036507,-2.822364080545313,-0.4070610674008499,2.245272862400853,-1.7258219238138572,-2.568523130224065,-2.4223227840093546,0.251686811983988,0.24529529959969978,0.24774147016512385,0.2552764182511884
sample_00025,0.7915170340093551,-2.661939366955522,-2.0558187633657283,-2.484364802400851,-2.0376081375991486,2.406805940545315,-1.8589477432240642,-3.089856648368528,0.24713912849327596,0.25037025337128005,0.2529871330250407,0.24950348511040327
sample_00025_h,-2.484364802400852,-2.0558187633657283,-2.6619393669555222,0.791517034009356,-3.089856648368528,-1.8589477432240642,2.406805940545315,-2.0376081375991477,0.25037025337128005,0.24713912849327596,0.24950348511040327,0.2529871330250407
sample_00025_r,2.0376081375991486,-2.406805940545315,1.8589477432240642,3.0898566483685297,-0.7915170340093551,2.6619393669555222,2.0558187633657283,2.4843648024008527,0.2529871330250407,0.24950348511040327,0.24713912849327596,0.25037025337128005
sample_00025_v,3.089856648368528,1.8589477432240642,-2.406805940545315,2.0376081375991504,2.484364802400851,2.0558187633657283,2.6619393669555222,-0.7915170340093542,0.24950348511040327,0.2529871330250407,0.25037025337128005,0.24713912849327596
sample_00026,0.40146780400935533,-1.1728421669555225,-2.262664193365728,2.190649044778736,1.0883696395804385,-0.4517984066342713,-2.9959193774036503,-2.0106769331889405,0.24496430102937136,0.25423536223635823,0.24514314170702933,0.2556571950272411
sample_00026_h,2.190649044778734,-2.262664193365728,-1.1728421669555216,0.4014678040093571,-2.010676933188943,-2.9959193774036503,-0.4517984066342713,1.0883696395804385,0.25423536223635823,0.24496430102937136,0.2556571950272411,0.24514314170702933
sample_00026_r,-1.0883696395804376,0.4517984066342713,2.995919377403652,2.010676933188943,-0.40146780400935533,1.1728421669555225,2.2626641933657297,-2.190649044778734,0.24514314170702933,0.2556571950272411,0.24496430102937136,0.25423536223635823
sample_00026_v,2.0106769331889414,2.9959193774036503,0.4517984066342713,-1.0883696395804368,-2.190649044778734,2.2626641933657297,1.1728421669555225,-0.40146780400935445,0.2556571950272411,0.24514314170702933,0.25423536223635823,0.24496430102937136
sample_00027,3.1072242721889416,2.9967160732240643,2.3190163538138577,2.459082714778736,0.692898609580439,-0.9860366966342715,2.1034226597759353,2.677279138811059,0.2579388668147546,0.25126904545881174,0.24019471732941214,0.25059737039702157
sample_00027_h,2.4590827147787344,2.3190163538138577,2.9967160732240643,3.107224272188942,2.677279138811059,2.1034226597759353,-0.9860366966342715,0.692898609580439,0.25126904545881174,0.2579388668147546,0.25059737039702157,0.24019471732941214
sample_00027_r,-0.6928986095804381,0.9860366966342715,-2.1034226597759336,-2.6772791388110573,-3.107224272188942,-2.9967160732240643,-2.3190163538138577,-2.4590827147787344,0.24019471732941214,0.25059737039702157,0.2579388668147546,0.25126904545881174
sample_00027_v,-2.677279138811058,-2.1034226597759353,0.9860366966342724,-0.6928986095804373,-2.4590827147787344,-2.3190163538138577,-2.9967160732240643,-3.1072242721889403,0.25059737039702157,0.24019471732941214,0.25126904545881174,0.2579388668147546
sample_00028,2.6789865757889415,1.7760221630444786,1.8434116838138586,0.6419702347787357,2.4786626095804376,-1.5436598766342717,-2.4112156074036513,-1.6075387831889412,0.25173729943064815,0.24571765576621324,0.24941146144059398,0.25313358336254466
sample_00028_h,0.6419702347787348,1.8434116838138586,1.7760221630444804,2.678986575788942,-1.607538783188942,-2.4112156074036513,-1.5436598766342708,2.4786626095804394,0.24571765576621324,0.25173729943064815,0.25313358336254466,0.24941146144059398
sample_00028_r,-2.4786626095804376,1.5436598766342708,2.4112156074036513,1.607538783188943,-2.678986575788942,-1.7760221630444786,-1.8434116838138577,-0.6419702347787339,0.24941146144059398,0.25313358336254466,0.25173729943064815,0.24571765576621324
sample_00028_v,1.607538783188942,2.4112156074036504,1.5436598766342726,-2.478662609580436,-0.6419702347787348,-1.8434116838138586,-1.7760221630444786,-2.67898657578894,0.25313358336254466,0.24941146144059398,0.24571765576621324,0.25173729943064815
sample_00029,-1.6228733459906444,-0.3549828269555224,-1.0847935573657281,-0.27487154522126467,2.8689318695804378,-0.21263553663427182,-2.6844328374036515,-0.47724636118894104,0.247204462948666,0.24677632433085997,0.2528128806296016,0.2532063320908724
sample_00029_h,-0.27487154522126556,-1.0847935573657281,-0.35498282695552064,-1.6228733459906444,-0.4772463611889419,-2.6844328374036515,-0.21263553663427182,2.8689318695804396,0.24677632433085997,0.247204462948666,0.2532063320908724,0.2528128806296016
