qprime,mdot,Tin,R,L,Cp,k,T
41801.163947802874,203.41437391972926,573.1524639319484,0.005523462439932729,3.7417477949576554,4.127603030952599,1.0003271756855516,1451.0042476491215
39502.30226467221,214.98162526980724,573.1530811130785,0.004783648219229084,3.7841798949173286,4.201157860340865,1.01312455981125,1199.397850691486
37422.73635300706,196.70268916870668,573.1534940104676,0.005015158048841744,3.324361261398331,4.218454925895534,0.9409530378891223,1040.3955019907598
40754.708539166786,177.42754744538422,573.1520788602877,0.005143952669061862,4.0009371620867515,4.240639617178563,0.9950212219551815,1443.293806005158
41650.77799646075,206.11993878897678,573.1530055444341,0.004951420896679313,3.761474276317341,4.170571965217798,1.0326851000447124,1492.384546933009
41491.920176991385,205.0126168527475,573.1521566818607,0.005162317910761452,3.588853583838099,4.253692759177203,1.003645842409569,1435.9392684066029
39512.23739657104,186.08449053314393,573.1505439749674,0.005223602279687933,3.5826631601085186,4.21519231241957,1.0367068645804731,1246.6355248326067
38386.350025471125,179.378391485193,573.1501233488401,0.00530531921309976,3.6695093312960307,4.194148129685132,0.9970572116861927,1168.189588310714
41065.62896390749,194.02022960276756,573.1500440479371,0.005129016969380343,3.778587542666261,4.060889462540033,0.9890432527225205,1425.7434144124484
37631.92745915291,195.2462386669417,573.154728718946,0.005440818684384855,3.3139069679336144,4.2235770201781335,1.0011657554124358,1128.3702852989682
41733.70498892069,206.97669402563065,573.1504112897511,0.004641085140783653,3.7076762252123165,4.2795303290971,0.9997049400848949,1439.0083863455789
42892.072922263695,201.72703881636508,573.152665226038,0.00470326218915673,3.4802289618369207,4.19795539185138,0.9821217927899516,1441.3886953198048
41824.59319555694,186.42398516804107,573.1525450810535,0.004811314238303914,3.8657749437222746,4.21364781044519,0.9511000708096732,1394.0433232619519
40782.891941632035,205.45382172085593,573.1505242857595,0.004954838114904364,3.42412503841452,4.139639020105991,0.9596708323593048,1350.9620051556876
41782.53128823986,190.88610727325846,573.1547015589305,0.004859553506373252,3.3574691041123876,4.093073355252105,1.0148921739915173,1466.644179215326
43914.40189407461,186.68633025406135,573.1514747946388,0.005045761345339055,3.801848205026559,4.157701660703884,1.01600542748879,1548.6460607145461
39821.34694079155,197.24352948210438,573.1503947163909,0.004965093650415569,3.6160580406777094,4.265950561961454,1.0379527488909572,1247.7327611287978
38206.61722726844,194.46658360677054,573.1535101436396,0.0048966793319163,3.7032231305446985,4.30555424339847,1.024344609887783,1188.7301796891074
35226.72945936607,193.6858947908956,573.1523528686625,0.004891773806979732,3.4496840333707652,4.119352573915864,0.9937808149078957,1065.919596570826
39735.54570219464,204.76518282998708,573.1539145940598,0.0053134754419615635,3.7053035963473744,4.207193065059818,0.9983793162973925,1187.8423992226399
40072.979925734595,200.3994374043584,573.1526065402819,0.005469865720435326,4.052377384614031,4.164299001742033,0.9975099036213146,1413.4105522969458
41854.10136545612,209.8895144223594,573.1541253343939,0.005047447872907532,3.388537066778105,4.306347710870185,1.0061013836936823,1436.5102044295786
36356.604570515636,212.94219439917288,573.1540279348557,0.004814729267085399,3.8403408633424565,4.185319646766163,1.0121368576061334,1119.52076487274
42387.078865797994,227.43290398616523,573.1527879199235,0.005301116933167045,3.369572841861608,4.2677336369798775,0.9661069657837055,1383.3417724303831
38715.91683381245,205.63406459925372,573.1513873849175,0.004678759981196428,3.4526840487798336,4.086346746199,1.0230798356757516,1190.3623202170454
39462.07813450133,214.70592497425218,573.1535363883386,0.004958436998647144,3.6905971736411134,4.072527962533668,0.9919080898426873,1168.8122801350148
37444.26622991364,202.20970626081868,573.1523563089185,0.00527544683468733,3.9505932064895486,4.15002312468345,0.9786876431186385,1112.249558109403
39443.33261250422,213.72249973675682,573.1549376645096,0.005040680857679327,3.641388830110866,4.1136466520709565,0.9959895307197875,1171.6727090312022
36855.823922095544,205.4829310872639,573.1527973382318,0.00491333986757752,3.7871674476815795,4.150315776017667,1.0444282907511542,1182.275057250342
38142.673197272685,208.26382680579562,573.1501510144936,0.005046885692301424,3.725756281115363,4.081242620930811,0.9682955583007093,1106.2772109143236
42472.45047116142,199.49009347846234,573.1505853419135,0.004939131849575504,3.6068975787146274,4.1875998496044025,0.9892819922453737,1447.9213997286502
42900.56912249569,185.48462527377143,573.1536060218599,0.005161390689943802,3.9169837057492316,4.186192455096677,1.0035688523275081,1506.501019699956
38396.69374517315,180.76902311548582,573.1549942921297,0.005198273803049405,3.5719630785179945,4.107900395319081,0.990449635272294,1156.8968543275914
39518.71748845324,209.3948526466355,573.151952111087,0.005033957305464572,3.6330206936253657,4.2477196601239795,0.9729861100757244,1139.1677267674168
40762.42081792001,202.77821898000417,573.1523810943186,0.005199958764511524,3.8757631491436944,4.360038217808535,1.0441779426027107,1485.5502640052612
38737.37941417197,195.9995561937149,573.1513356152911,0.0049437727778993135,3.80025915899619,4.2081074571735595,1.0034666174127411,1178.4699944641807
37397.874945798045,204.85932775856975,573.1506099059475,0.004386218037411597,3.8545125133734786,4.078091092603444,0.9830868616290211,1114.5312814038944
41425.19288832515,181.69046768372831,573.1515444184511,0.0048087052558074194,3.5677602086724383,4.163721517263214,1.0134995875635138,1469.3527482326645
41027.377673538926,190.61747631343817,573.1508366223738,0.004976867836066469,3.5967246455564257,4.3290101704394965,1.0004609692768134,1427.081678720763
41139.795930995286,206.02191543552064,573.15309540482,0.005033091484145446,3.7392150663233537,4.227296623128738,0.9542071421805852,1360.751801785273
37588.371635752854,201.69328437290392,573.1546215348937,0.005474923881205794,3.4456889037030396,4.19306824814429,1.0052404402517088,1134.625555520928
38616.80013790656,193.5638653576316,573.1530282035288,0.005243882168863021,3.7591609563883255,4.262746606713508,0.9964848527490331,1163.6288136452818
37997.348291721115,205.35461599399306,573.1511336907455,0.005055138781348368,3.609891070917279,4.240236788784539,1.0708391381826519,1241.543583717947
39071.8193536801,196.61023923813423,573.153387083818,0.00525693856856102,3.5942894372440346,4.200193615709012,1.0040369018822748,1180.1341400928989
37816.933499422346,206.90543534353426,573.1536135939039,0.005013387806923914,3.8360555062867254,4.195771348081938,1.0917787330238165,1276.675857335012
38152.991914000966,188.4009596687454,573.1520175529577,0.005225591020272261,3.506260356410137,4.080750059204132,1.0179369689356665,1182.3833525162297
39872.56128889706,188.8529710879728,573.1539743464097,0.004951655824592163,3.7696231343829245,4.088809228655156,0.9929193686836262,1202.07392733044
37435.869867112386,192.86244368734344,573.1532937531418,0.005255203237434255,3.6604584767214026,4.193970824805785,0.9796462143521746,1108.1496008381725
39276.988779105974,206.07625165641295,573.154550585949,0.005166897659626946,3.814163758462543,4.156637500023965,0.9667615358246344,1135.3000802377765
40692.98589029238,190.46802193982808,573.1508868481837,0.004674191406266111,3.567288352505458,4.062532557243446,1.0109260713038588,1441.9552640039917
41676.773426556654,199.96642817527484,573.1504543127195,0.004993212197511057,3.870160599503507,4.260741745879846,1.0632328712496442,1545.2825966584155
43650.381163108956,178.24728175009423,573.1523687606451,0.004990701446721054,3.818216863016763,4.082015215347679,1.0103022575992877,1545.1667226924565
39791.72813863952,191.90575965933508,573.1537740479755,0.0051962936900805945,3.57065448580052,4.001619628492683,0.9715964503727949,1161.6143320686558
40131.848456877975,201.33170758813256,573.1525147408154,0.004848505715003266,3.4604835836766803,4.107155192272976,0.9894993895932255,1381.7346817856223
40982.009461175934,190.61140808381413,573.152057982465,0.004622907335909835,3.600482889453521,4.128129288363695,1.0416819782064664,1494.617082782821
40347.89632709537,201.16430855114962,573.1512844117627,0.005168096614351112,3.5713592511947283,4.151945646366965,0.981239954384628,1378.4105803679274
39744.523893674974,205.688526837968,573.1547547575894,0.004708840773299251,3.522053614609443,4.111718419602133,1.0383543105876505,1241.7371438524924
38787.98520948878,188.76642187268126,573.1525598438823,0.005262847348247215,3.5437574979217845,4.075050904660178,0.9824994636724728,1149.636824742441
39875.25466592674,200.31316301738707,573.1512309332747,0.005194904584994572,3.7325233669757094,4.4070780970057974,0.9798094306367005,1162.5066448128237
40222.34917632037,192.18848584658505,573.1517163106348,0.004850235101721841,3.386566537590636,4.394234553222628,0.9441867708334845,1314.4069867186665
39788.51877400297,195.77798606615653,573.1527711603989,0.005208503658999141,3.258710453342868,4.102281183430768,1.0012065975569446,1185.4705618507703
36771.65887736444,204.2814598586232,573.153298291073,0.0051695254075696,3.7505887074942974,4.278077720353989,0.9993976199247385,1111.924584707877
40967.54820076064,194.65855257153416,573.1549334744531,0.005176022722011374,3.5319969181523025,4.212088105092065,1.0132943154477865,1442.654381857292
37845.484466278445,193.8449677497351,573.1532675459038,0.005172337267043079,3.8267075830577655,4.257371119082597,1.0116792785508952,1167.569260028937
39713.16792692199,207.04258672941512,573.1506842105123,0.005259468812704386,3.477194329665293,4.292630257344792,0.983422221616996,1153.5622511511908
38841.773948087706,191.29594176772918,573.150667650134,0.004749334629072084,3.8164432082415396,4.247408945477694,1.0451257435029662,1245.1305513412046
41210.09911474415,224.6334962946511,573.1529299208911,0.004843191698393165,3.709488025130057,4.156301287510401,0.976179765510501,1383.8955423430818
36340.33860028774,198.51925182811055,573.1541698801805,0.005702390576190031,3.6007540478422166,4.244800408042567,1.0090578220737068,1113.767838635868
41794.23522488265,215.81290536724458,573.1531618045474,0.0046864107764417896,3.3666194430032714,4.164655525453607,0.9921722859066608,1414.61776832481
41400.72768711125,189.97904761983656,573.1537454552597,0.004729419352311925,3.7779408170277002,4.223908694260179,1.0015926870400553,1450.5885387377436
42777.32615185979,229.12776225558025,573.1510163139521,0.004791680955045883,3.493569578335514,4.055566296421036,1.0118651818140758,1469.8034278936304
37907.77444319456,193.91486533705648,573.1513317014283,0.005118225291048461,4.11710121456575,4.0800519320238635,1.0342008894069008,1219.7688413933117
41267.47667249487,198.09282826046052,573.1530012320761,0.004544328471215332,3.9047798591859495,4.203263680783043,1.0396742058362423,1503.5153031706964
39061.1901339194,195.0224606577355,573.1528763783065,0.004659308563844939,3.7223905113627587,4.202130895211338,1.0005819029734047,1180.8444901911398
39000.84431455467,203.60979695884149,573.1528253722835,0.005042978072445863,3.6849671992322164,4.118029487949223,0.9969557739924304,1169.417861421663
40904.698802641266,217.44654641117148,573.1540472772724,0.005183571950610131,3.6219913478424686,4.0489067520782145,1.0242269065861846,1450.418433257976
40978.692874139066,207.13563678440832,573.1535432898762,0.005088936351489361,3.712257374017761,4.15709219865431,0.9983121105761946,1421.0452371102704
40082.6307829201,213.1111314106405,573.1522441050193,0.0050601059037187895,3.4802898439421264,4.185926322966379,0.9870579558780707,1367.894126806734
38625.603377908796,196.42782840668715,573.1527005793321,0.005356304542144351,3.736462462147359,4.187158738976024,0.9622390688507567,1114.7857615133776
43749.56399903452,196.5474002344752,573.1501581089937,0.005105427950629312,3.9113802637383333,4.198338403673889,1.0054927682433454,1522.12233532668
41233.31085316573,194.33166401661347,573.1504560578501,0.004991306504053694,3.5646888851087324,4.038027761284804,1.046287097395378,1507.3105874798453
41470.25581224145,202.00861122238527,573.1527235913876,0.004646375162932022,3.505352996191284,4.239103904863845,1.0031990434932516,1433.9590989338183
39579.94203477973,206.8958476332452,573.1510840755273,0.00503803573818889,3.52557896131433,4.124113969802239,0.9936233794860675,1171.53293266662
36416.666200207364,204.2998156765993,573.1547936259101,0.0050568263141726145,3.840825830937779,4.2396298554107315,1.0059460430691347,1116.0612039836149
40611.16283405566,206.9502203928292,573.1522313366311,0.005116473949962998,3.7570663225793117,4.2003516642170124,0.9954978951957575,1407.5135631525154
43319.41774797777,206.64201925814962,573.1504429377312,0.005577855958106752,3.5784738473221966,4.238916193224082,1.0097536161330225,1493.0063679397847
37985.60290991419,216.45558187089756,573.151073936663,0.005051713060288487,3.4182654550231164,4.174343764675224,1.0053993585923826,1136.1735870885834
43077.16942292374,182.14747037175172,573.1501839312792,0.00484178376487726,3.455720679164313,4.150964679108783,0.9593141381287307,1428.2509215645382
40162.767571116856,193.0711373418465,573.1506011019222,0.004826810743992847,3.6187168064696817,4.219652268157114,1.0283426024592743,1447.6938422881685
41125.07087282515,202.31611762823832,573.1543278341927,0.005125360393777305,3.6275870333147875,4.17089462395163,1.0501138186212662,1501.3440908085388
40462.64919246205,191.09649268504833,573.1544971218392,0.004897507563121599,3.513627275775177,4.1891394418467005,1.036994536019076,1466.8604270110648
41005.804832656155,221.37179640877787,573.1541747909421,0.004847849939043573,3.3739001984373647,4.410182442060532,1.0118867026345881,1412.5430126762528
36285.77180520638,195.1484838759471,573.1500207747029,0.005197359424721907,3.65734146905324,4.152699190154018,0.9737432097920988,1070.3655367953618
39022.09140828796,188.88019704041398,573.1530741890493,0.005182642549271358,3.7486877781373122,4.1159880654299545,0.9999891462396512,1187.708128605179
41385.57897632167,198.68490547805465,573.1538368422569,0.005148820380438257,3.4785640726375298,4.166722814305915,0.9880455075876913,1413.2084493726609
43011.21693237386,198.00529023155315,573.154198919546,0.005140520800038309,3.8216335036305025,4.248772214933452,1.0266690283346753,1526.7757817663737
42627.94634086484,196.17000172095626,573.151830483267,0.004617024865572685,3.3498102709373656,4.265693943831655,0.9838160340077665,1433.195163849228
43403.14840484811,205.38182930502438,573.1536185880759,0.005340800988363106,3.838041477650599,4.121020067323628,0.9894197849179704,1480.8613523254735
44538.00416204153,226.16667474987506,573.1516464885357,0.005130391078228359,3.58613613483764,4.322648406457761,1.0029973940745542,1500.3385129091992
39938.29679385521,207.86651493509567,573.1514095698238,0.005490202719135072,3.475084225653697,4.1869778851682815,0.9809536715154172,1158.389521280491
37942.13856509359,176.75468815600797,573.151048357524,0.004953981330726275,3.780798963183207,4.21318119863141,1.0359333766359669,1219.253541192248
41339.848951163185,203.6614923709934,573.1515714998706,0.005094120618550659,3.8641100561395683,4.146011734135404,1.0424737668817776,1505.7074024936314
41863.562872379116,196.24917997364778,573.1540740733326,0.004857767816433232,3.7740249792939884,4.09699204044715,0.9815361717907762,1432.7781664942015
38598.60710810667,207.1264780514478,573.1530529142359,0.005609883999757525,3.757666917046253,4.1025459956317665,0.9941905440687453,1155.761323914665
39898.70457599269,211.99585682698998,573.1517422357487,0.004768548374169009,3.53486953135767,4.192374491551766,0.918851081026505,1070.3865018888214
40378.25955798785,197.7379776274938,573.1533245521528,0.005258200702591987,3.491388093785376,4.419070436098354,1.0193054197198008,1425.1241864489068
42946.39103638852,173.05575930016968,573.1525811673471,0.004558659900581868,3.6224746351122885,4.079043339704495,1.040646740029392,1568.1201101970678
42550.11254666541,210.917873697142,573.1520671990032,0.004932163985935622,3.6864502571523845,4.094219780705222,1.0111322330180383,1480.8353972899265
40453.769844078866,196.85145552395159,573.1536878535276,0.004758030741620145,3.661778677693465,4.140120739005995,1.0374613625454878,1470.9079678835135
35464.99633266301,200.91266300660033,573.1515620287178,0.005095718524696551,3.7079150184089245,4.262275882730564,1.0199873132065744,1108.1048523797497
40424.98102354337,196.5058449807543,573.1534238638573,0.004883133652326538,3.8170383808774533,4.1440601375423585,1.0099996885670626,1435.8948406715963
39933.89685399379,191.21420613588108,573.1549129419772,0.0049059682911370564,3.4393676522006436,4.172561157045905,0.9872391559589606,1177.307536910349
39183.24366256507,211.02151756416717,573.1525920219864,0.004470874433719518,3.626529887768067,3.8951575600015804,1.0313711893988713,1224.7087107665375
40751.63520581699,202.23745782162575,573.1503665247653,0.004831608339890443,4.058841335518086,4.16281289615275,0.9864141147369712,1414.2050376100394
41792.87773543865,210.01254260340835,573.1544056668939,0.005216736142320055,3.8834430822955817,4.149717081949187,0.9994250578589918,1449.4287512337878
40689.52901280235,198.64998092795005,573.151639721574,0.004771038722415738,3.8630172711020663,4.333627673905576,1.035619587953938,1474.4055203545126
40851.08546192404,205.88824727275272,573.1533131557397,0.005012971338817071,3.7290366970256303,4.2264313677839045,0.9651384529777168,1368.690460819288
38848.07441643664,199.43624744721797,573.1533682562342,0.004666377819576818,4.01928583660956,4.166251725442909,0.9913959170945973,1171.0501605073969
39881.45130170482,213.2100091885023,573.1521286328876,0.0049295545554220955,3.6579802872987193,4.184181149512035,1.0114266033897317,1204.035693408185
39343.33910781611,194.37887516321004,573.1523028687295,0.004970225685478772,3.4427243688493436,4.191448917615211,0.9720881986120576,1137.6943312704625
40244.68697390322,194.35968954615183,573.1543029396433,0.004676843773550394,3.517269916743618,4.116354325096115,0.9966674437579399,1401.908698263218
35686.8241352775,185.09139401265105,573.1544713273678,0.0047826178287307935,3.606403592989731,4.091648542267424,0.9991875514066354,1097.0923382086191
38979.897773281155,201.394438903595,573.1532702512174,0.004997815887644121,3.6584072665980156,4.171080067151424,0.9588797927014189,1113.6498900079116
38506.867697044414,206.27638082233145,573.151945666318,0.005333673755449455,3.708565591663438,4.046492499749308,0.9888860787655681,1146.4451575528672
39946.37404897434,209.84645133037824,573.1541042261753,0.00499707794277762,3.8913976741740695,4.124476838842588,1.0056083146619161,1210.248776092756
43025.20032947705,207.21762801777817,573.152306188483,0.005232697126729865,3.4379093321015457,4.1263820470466515,1.0608874700103526,1559.4149504754948
37023.80241404767,189.47291660604833,573.1504225385942,0.004741871499220895,3.8516486930780474,4.2356995161266795,1.0141079582486041,1154.1903568146913
41958.55244073652,188.03364301698917,573.1500862361895,0.005020691715392644,3.508966192487171,4.178811209788255,1.015206131138237,1477.7884899327796
37869.21091080353,208.876177684921,573.1532515118105,0.004906702867795652,3.8129002879857845,4.15520993270569,1.0159253652044153,1166.7823581557525
42435.50770502717,201.48689149771073,573.150131509066,0.004790091646283348,3.9984905180049517,4.155643300975767,1.034558111645906,1531.2963722761265
39095.655100921605,197.62599719667477,573.1539993941896,0.004919734741717971,3.7949536833605992,4.161953734456237,1.0093259217033175,1196.718027964952
41543.117420494156,199.85603568179528,573.1544615048282,0.004846642778783216,3.380480946274148,4.268867293897452,0.9860925871524882,1406.5403084156785
40606.49720826261,215.5609270359804,573.1536909818889,0.004805884266610477,3.8500806625723762,4.118625036789558,0.9762324667199207,1379.9040391937574
42151.21671673224,189.037991612217,573.1547679372522,0.004858730617701045,4.044071134776218,4.1654183971035526,1.0064279817479398,1493.201766894023
39923.0004915908,201.54432826413273,573.1526344650292,0.0051095482663557,3.7884432816812454,4.180493508257935,0.9690995190682349,1156.7446557775459
39767.053181996744,171.78711149313853,573.1548872471358,0.005018372438784833,3.6239805874182287,4.285489262418097,0.9708731740265648,1168.2920186773918
38628.06049588605,186.63368997885357,573.1537059253519,0.0052878134602794575,3.312098488209638,4.237084219523803,0.9913182884210393,1145.29744034757
37918.25009282483,196.08397999499832,573.1544273427106,0.0047908843745022136,3.917598132471434,4.2728467956984035,0.9641256855322273,1103.104429940212
39208.803213005805,179.066423102602,573.1528707456055,0.004638656067864823,3.697265972109698,4.1481353997311885,1.024066060124577,1233.17354705152
39960.79188156124,201.35781814202306,573.1509993123434,0.005401541448197883,3.900574227262125,4.313146007430468,1.0083132633823266,1214.4291803044264
40357.48678986688,209.3015560219664,573.1546945903511,0.004825652750011997,3.5657296287404594,4.096413177499397,0.9767467504572749,1368.4954749466385
39625.087435455534,203.88367701476358,573.1533900597235,0.0055018543039798765,3.429533546086912,4.1232928497795465,0.9780682987204933,1148.9314106840015
40169.30383471332,203.94955004763423,573.1507245474228,0.005193194085112162,3.807672822661766,4.052738465543504,1.0157891558141974,1434.8506275460863
42765.86099723505,210.74260784510759,573.1502618197438,0.005082984830427574,3.616699491566316,4.251310642734816,1.0275927193515608,1502.895515675562
37308.3194657324,193.43525478354073,573.1500329139354,0.004937748368416908,3.7839476485024734,4.19936897918256,1.0125133028579776,1155.2047429099077
40625.40527665732,201.9106597119778,573.1514417089462,0.005295477724003486,3.8520648397272033,4.022652274116257,1.0378379227196737,1484.8375096697944
37757.69172301585,198.8175499581838,573.1548754770535,0.005108075237990259,3.896101671003679,4.066730512453622,1.0269033708777127,1192.8719047435206
40449.81844319259,204.66516609892955,573.1547737615317,0.005261949668494722,3.8233061280084315,4.21129710093663,1.0287893367674772,1455.945526997412
37736.49296681396,215.30661381488187,573.1506149050487,0.005284269186701366,3.5201055988122074,4.043620188014017,0.9794057378944655,1101.5311329607343
37465.924776140826,206.67321884549924,573.1543081132928,0.00507784547465327,3.5830462118186133,4.068689773391324,0.9736343923844536,1092.9961814365126
38293.542065054186,204.4086114461063,573.1538648753346,0.004744931041264728,4.1002201411602845,4.192116956945838,0.9749503601332381,1131.254271578774
44644.544636987106,221.6335497974826,573.1533399520378,0.005101286306295878,3.6768413613600095,4.164042862166631,1.0335443308776515,1561.1078848591224
40212.804207865294,201.56072838128537,573.1516265079508,0.0048451750609550025,3.5193491310908125,4.189858075354038,0.980705364451939,1370.6628647935029
40044.2932486695,207.01433884839977,573.1510908553773,0.0050300791929701345,3.4678924914521128,4.189254164011807,1.0024772078239594,1392.0869033662784
40024.95026714297,207.27642141633788,573.150138362603,0.004792725061583973,3.5884276357551457,4.37967398740015,0.974612390705649,1350.3809831856188
38969.1780164439,207.99999172628497,573.1541498477146,0.005217742501372895,3.8736580068239843,4.057650337008482,1.0373430764149207,1233.559245256104
39982.90632009573,190.1243903489756,573.1534674315749,0.005036444185992296,3.570909144813481,4.175238356077078,0.9777047192954743,1170.7581722278537
39497.67180993367,204.08390030652978,573.1535789504077,0.0047931604546396665,3.712882331734503,4.225169374942299,0.9714682426845754,1143.2401247550158
36617.501746250724,192.9833596507594,573.1533186230268,0.004895925868810354,3.6963591514977816,4.328526796008782,1.001346795525071,1114.5411931878914
41285.00100965099,209.90445852188913,573.1546286235837,0.004665916993603548,3.6599584888785417,4.07429125290005,0.9932404171010276,1420.725485252907
42138.212393810914,197.3404615418,573.1534166632392,0.004984176240045701,3.8718075532761396,4.130387349376899,1.0263966161972542,1509.6857718437527
37198.44583716932,194.9995478077267,573.15400507456,0.005333523541765145,3.742793499318951,4.0304702496266716,1.0228840958564083,1170.3221959980535
39436.64929225098,206.49653319785156,573.1538134529306,0.004870261354526981,3.846222107188904,4.1753748733126335,1.0016881328188376,1189.8314028107093
39369.59682414586,215.40628452119074,573.1522818645351,0.0048274486987447745,3.744925723120936,4.114135959288166,0.9859362561682586,1158.031302200586
42992.616932167395,212.58216663200756,573.150383082379,0.005027070444158556,3.764630660194393,4.180974830832178,1.0337688069844593,1525.6903660326348
38871.83014417943,213.95425307797672,573.1545888347136,0.004835611888553971,3.7177339782733987,4.188309552999238,1.0092460881170062,1175.9094755751464
39808.696912246705,195.60709926422072,573.1508564306516,0.0048709364169675,3.683554003658905,4.183671167243468,0.9645249647984707,1147.3596247459054
